dd_numero;capitolo;anno_imp;importo;missione;missione_nome;programma;macro;denominazione;match
DD 5173/2025;080200013001;2026;7.729,20;12;Diritti sociali, politiche sociali e famiglia;1;3;ASILI NIDO ED INTERVENTI INNOVATIVI PER LA PRIMA INFANZIA - ACQUISTO DI SERVIZI - GESTIONE ESTERNA NIDI - SPESE VARIE - SRE IVA - settore 007;exact
DD 5174/2025;080200013001;2025;4.839,16;12;Diritti sociali, politiche sociali e famiglia;1;3;ASILI NIDO ED INTERVENTI INNOVATIVI PER LA PRIMA INFANZIA - ACQUISTO DI SERVIZI - GESTIONE ESTERNA NIDI - SPESE VARIE - SRE IVA - settore 007;exact
DD 5174/2025;080200013001;2026;7.729,20;12;Diritti sociali, politiche sociali e famiglia;1;3;ASILI NIDO ED INTERVENTI INNOVATIVI PER LA PRIMA INFANZIA - ACQUISTO DI SERVIZI - GESTIONE ESTERNA NIDI - SPESE VARIE - SRE IVA - settore 007;exact
DD 5176/2025;080200013001;2025;16.994,63;12;Diritti sociali, politiche sociali e famiglia;1;3;ASILI NIDO ED INTERVENTI INNOVATIVI PER LA PRIMA INFANZIA - ACQUISTO DI SERVIZI - GESTIONE ESTERNA NIDI - SPESE VARIE - SRE IVA - settore 007;exact
DD 5176/2025;080200013001;2026;30.784,13;12;Diritti sociali, politiche sociali e famiglia;1;3;ASILI NIDO ED INTERVENTI INNOVATIVI PER LA PRIMA INFANZIA - ACQUISTO DI SERVIZI - GESTIONE ESTERNA NIDI - SPESE VARIE - SRE IVA - settore 007;exact
DD 5177/2025;080200013001;2025;4.114,91;12;Diritti sociali, politiche sociali e famiglia;1;3;ASILI NIDO ED INTERVENTI INNOVATIVI PER LA PRIMA INFANZIA - ACQUISTO DI SERVIZI - GESTIONE ESTERNA NIDI - SPESE VARIE - SRE IVA - settore 007;exact
DD 5177/2025;080200013001;2026;6.572,42;12;Diritti sociali, politiche sociali e famiglia;1;3;ASILI NIDO ED INTERVENTI INNOVATIVI PER LA PRIMA INFANZIA - ACQUISTO DI SERVIZI - GESTIONE ESTERNA NIDI - SPESE VARIE - SRE IVA - settore 007;exact
DD 5178/2025;080200013001;2025;10.835,37;12;Diritti sociali, politiche sociali e famiglia;1;3;ASILI NIDO ED INTERVENTI INNOVATIVI PER LA PRIMA INFANZIA - ACQUISTO DI SERVIZI - GESTIONE ESTERNA NIDI - SPESE VARIE - SRE IVA - settore 007;exact
DD 5178/2025;080200013001;2026;19.575,11;12;Diritti sociali, politiche sociali e famiglia;1;3;ASILI NIDO ED INTERVENTI INNOVATIVI PER LA PRIMA INFANZIA - ACQUISTO DI SERVIZI - GESTIONE ESTERNA NIDI - SPESE VARIE - SRE IVA - settore 007;exact
DD 5179/2025;080200013001;2025;36.895,82;12;Diritti sociali, politiche sociali e famiglia;1;3;ASILI NIDO ED INTERVENTI INNOVATIVI PER LA PRIMA INFANZIA - ACQUISTO DI SERVIZI - GESTIONE ESTERNA NIDI - SPESE VARIE - SRE IVA - settore 007;exact
DD 5179/2025;080200013001;2026;58.418,39;12;Diritti sociali, politiche sociali e famiglia;1;3;ASILI NIDO ED INTERVENTI INNOVATIVI PER LA PRIMA INFANZIA - ACQUISTO DI SERVIZI - GESTIONE ESTERNA NIDI - SPESE VARIE - SRE IVA - settore 007;exact
DD 5215/2025;164150001010;2025;89.565,70;14;Sviluppo economico e competitività;2;2;APP. AVANZO LEGGE - COMMERCIO - ACQUISTI DI BENI PER LA PROMOZIONE DEI LUOGHI DEL COMMERCIO - VEDASI CAP. 37150000 ENTRATA - settore 016;exact
DD 5215/2025;164150007001;2025;40.344,91;14;Sviluppo economico e competitività;2;2;COMMERCIO - ACQUISTI DI BENI E PER LA PROMOZIONE DEI LUOGHI DEL COMMERCIO - sett. 016;exact
DD 5273/2025;019900007001;2025;13.160,75;01;Servizi istituzionali, generali e di gestione;11;3;GESTIONE PARCO VEICOLI - ACQUISTO DI MATERIALI - CARBURANTI OLII E LUBRIFICANTI - settore 055;exact
DD 5273/2025;019900007001;2026;39.482,25;01;Servizi istituzionali, generali e di gestione;11;3;GESTIONE PARCO VEICOLI - ACQUISTO DI MATERIALI - CARBURANTI OLII E LUBRIFICANTI - settore 055;exact
DD 5273/2025;019900007001;2027;39.482,25;01;Servizi istituzionali, generali e di gestione;11;3;GESTIONE PARCO VEICOLI - ACQUISTO DI MATERIALI - CARBURANTI OLII E LUBRIFICANTI - settore 055;exact
DD 5273/2025;019900007001;2028;13.160,75;01;Servizi istituzionali, generali e di gestione;11;3;GESTIONE PARCO VEICOLI - ACQUISTO DI MATERIALI - CARBURANTI OLII E LUBRIFICANTI - settore 055;exact
DD 5275/2025;046150020001;2025;36.600,00;04;Istruzione e diritto allo studio;6;3;PROGETTI EDUCATIVI - PRESTAZIONI DI SERVIZI - ATTIVITA' PER INTERVENTI INNOVATIVI - settore 007;exact
DD 5275/2025;046150020001;2026;36.600,00;04;Istruzione e diritto allo studio;6;3;PROGETTI EDUCATIVI - PRESTAZIONI DI SERVIZI - ATTIVITA' PER INTERVENTI INNOVATIVI - settore 007;exact
DD 5298/2025;063320005002;2025;18.300,00;09;Sviluppo sostenibile e tutela del territorio e dell'ambiente;1;3;PONTI - VIE D'ACQUA - INFRASTRUTTURE - ACQUISTO DI BENI E SERVIZI - ALTRE PRESTAZIONI PROFESSIONALI - settore 034;exact
DD 5324/2025;080200009001;2025;8.340,00;12;Diritti sociali, politiche sociali e famiglia;1;3;ASILI NIDO ED INTERVENTI INNOVATIVI PER LA PRIMA INFANZIA - ACQUISTO DI SERVIZI - NIDI E SERVIZI CONVENZIONATI - S.R.E. IVA - settore 007;exact
DD 5324/2025;080200009001;2026;;12;Diritti sociali, politiche sociali e famiglia;1;3;ASILI NIDO ED INTERVENTI INNOVATIVI PER LA PRIMA INFANZIA - ACQUISTO DI SERVIZI - NIDI E SERVIZI CONVENZIONATI - S.R.E. IVA - settore 007;exact
DD 5324/2025;080200009001;2027;;12;Diritti sociali, politiche sociali e famiglia;1;3;ASILI NIDO ED INTERVENTI INNOVATIVI PER LA PRIMA INFANZIA - ACQUISTO DI SERVIZI - NIDI E SERVIZI CONVENZIONATI - S.R.E. IVA - settore 007;exact
DD 5325/2025;080200009001;2025;11.120,00;12;Diritti sociali, politiche sociali e famiglia;1;3;ASILI NIDO ED INTERVENTI INNOVATIVI PER LA PRIMA INFANZIA - ACQUISTO DI SERVIZI - NIDI E SERVIZI CONVENZIONATI - S.R.E. IVA - settore 007;exact
DD 5325/2025;080200009001;2026;30.580,00;12;Diritti sociali, politiche sociali e famiglia;1;3;ASILI NIDO ED INTERVENTI INNOVATIVI PER LA PRIMA INFANZIA - ACQUISTO DI SERVIZI - NIDI E SERVIZI CONVENZIONATI - S.R.E. IVA - settore 007;exact
DD 5325/2025;080200009001;2027;19.460,00;12;Diritti sociali, politiche sociali e famiglia;1;3;ASILI NIDO ED INTERVENTI INNOVATIVI PER LA PRIMA INFANZIA - ACQUISTO DI SERVIZI - NIDI E SERVIZI CONVENZIONATI - S.R.E. IVA - settore 007;exact
DD 5326/2025;080200009001;2025;2.780,00;12;Diritti sociali, politiche sociali e famiglia;1;3;ASILI NIDO ED INTERVENTI INNOVATIVI PER LA PRIMA INFANZIA - ACQUISTO DI SERVIZI - NIDI E SERVIZI CONVENZIONATI - S.R.E. IVA - settore 007;exact
DD 5326/2025;080200009001;2026;7.645,00;12;Diritti sociali, politiche sociali e famiglia;1;3;ASILI NIDO ED INTERVENTI INNOVATIVI PER LA PRIMA INFANZIA - ACQUISTO DI SERVIZI - NIDI E SERVIZI CONVENZIONATI - S.R.E. IVA - settore 007;exact
DD 5326/2025;080200009001;2027;4.865,00;12;Diritti sociali, politiche sociali e famiglia;1;3;ASILI NIDO ED INTERVENTI INNOVATIVI PER LA PRIMA INFANZIA - ACQUISTO DI SERVIZI - NIDI E SERVIZI CONVENZIONATI - S.R.E. IVA - settore 007;exact
DD 5411/2025;132200004004;2025;15.250,00;05;Tutela e valorizzazione dei beni e attività culturali;2;2;PNRR M5C2-I2.2 CUP C14H22000020006 PIU A2 - ACQUISTO PIATTAFORME DIGITALI PER LE BIBLIOTECHE CIVICHE TORINESI - VEDASI CAP. 31520008 ENTRATA - SETT. 25;exact
DD 5445/2025;157600004002;2025;8.790,10;12;Diritti sociali, politiche sociali e famiglia;4;2;PNRR M5C2-I2.2 CUP C12F22000080001 PIU A11 - MANUTENZIONE STRAORDINARIA CENTRI PROTAGONISMO GIOVANILE L'ISOLA CHE NON C'E' E CENTRO DENTRO - VEDASI CAP. 31520008 ENTRATA - SETT. 30;exact
DD 5445/2025;157600004002;2025;2.694,33;12;Diritti sociali, politiche sociali e famiglia;4;2;PNRR M5C2-I2.2 CUP C12F22000080001 PIU A11 - MANUTENZIONE STRAORDINARIA CENTRI PROTAGONISMO GIOVANILE L'ISOLA CHE NON C'E' E CENTRO DENTRO - VEDASI CAP. 31520008 ENTRATA - SETT. 30;exact
DD 5446/2025;164150005003;2025;3.030,50;14;Sviluppo economico e competitività;2;2;PNRR M5C2-I2.2 CUP C12F22000020006 PIU A19 - MANUTENZIONE STRAORDINARIA DIFFUSA DEI MERCATI NITTI, BALTIMORA, DON GRIOLI E SEBASTOPOLI - VEDASI CAP. 31520008 ENTRATA - SETT. 62;exact
DD 5448/2025;080200009001;2025;5.511,84;12;Diritti sociali, politiche sociali e famiglia;1;3;ASILI NIDO ED INTERVENTI INNOVATIVI PER LA PRIMA INFANZIA - ACQUISTO DI SERVIZI - NIDI E SERVIZI CONVENZIONATI - S.R.E. IVA - settore 007;exact
DD 5448/2025;080200009001;2026;15.157,56;12;Diritti sociali, politiche sociali e famiglia;1;3;ASILI NIDO ED INTERVENTI INNOVATIVI PER LA PRIMA INFANZIA - ACQUISTO DI SERVIZI - NIDI E SERVIZI CONVENZIONATI - S.R.E. IVA - settore 007;exact
DD 5448/2025;080200009001;2027;9.645,72;12;Diritti sociali, politiche sociali e famiglia;1;3;ASILI NIDO ED INTERVENTI INNOVATIVI PER LA PRIMA INFANZIA - ACQUISTO DI SERVIZI - NIDI E SERVIZI CONVENZIONATI - S.R.E. IVA - settore 007;exact
DD 5499/2025;026900012001;2025;13.661,00;01;Servizi istituzionali, generali e di gestione;8;3;SISTEMI INFORMATIVI - ACQUISTO DI SERVIZI - BILANCIO CONSOLIDATO - settore 027;exact
DD 5501/2025;118630008001;2025;273.828,78;01;Servizi istituzionali, generali e di gestione;8;2;SISTEMI INFORMATIVI - PN METRO PLUS - SERVIZI DIGITALI ALLA PERSONA - TO1.1.2.1.A - VEDASI CAP.032500002001 ENTRATA - SETT.27;exact
DD 5501/2025;118630008001;2026;253.129,62;01;Servizi istituzionali, generali e di gestione;8;2;SISTEMI INFORMATIVI - PN METRO PLUS - SERVIZI DIGITALI ALLA PERSONA - TO1.1.2.1.A - VEDASI CAP.032500002001 ENTRATA - SETT.27;exact
DD 5588/2025;132570002001;2025;8.157,02;05;Tutela e valorizzazione dei beni e attività culturali;1;2;PNRR M5C2-I2.2 CUP C12F22000030001 PIU A4 - MANUTENZIONE STRAORDINARIA BIBLIOTECHE CIVICHE VILLA AMORETTI, ANDREA DELLA CORTE E MAUSOLEO BELA ROSIN - VEDASI CAP. 31520008 ENTRATA - SETT. 60;exact
DD 5589/2025;006800018002;2025;15.000,00;01;Servizi istituzionali, generali e di gestione;10;3;APP. AVANZO ACCANTONAMENTI- PERSONALE - ACQUISTO DI SERVIZI - AGGIORNAMENTO E FORMAZIONE DEI LAVORATORI DELLA PUBBLICA AMMINISTRAZIONE - LEGGE N. 122/2010 ART. 6 COMMA 13 - settore 004 1526;exact
DD 5589/2025;006800018001;2026;10.000,00;01;Servizi istituzionali, generali e di gestione;10;3;PERSONALE - ACQUISTO DI SERVIZI - AGGIORNAMENTO E FORMAZIONE DEI LAVORATORI DELLA PUBBLICA AMMINISTRAZIONE - LEGGE N. 122/2010 ART. 6 COMMA 13 - settore 004;exact
DD 5610/2025;098700011001;2025;75.554,00;14;Sviluppo economico e competitività;2;3;COMMERCIO E MERCATI - ACQUISTO DI BENI E SERVIZI - ATTIVITA' DI PROMOZIONE DEL COMMERCIO - SETT. 134;exact
DD 5610/2025;098700013002;2025;25.218,00;14;Sviluppo economico e competitività;2;3;COMMERCIO E MERCATI - ACQUISTO DI BENI E SERVIZI - COMUNICAZIONE WEB - SETT. 134;exact
DD 5617/2025;164150001013;2025;;14;Sviluppo economico e competitività;2;2;APP. AVANZO LEGGE - COMMERCIO - ACQUISTI DI BENI PER LA QUALIFICAZIONE DEI LUOGHI DEL COMMERCIO - VEDASI CAP. 37150000 ENTRATA - settore 016;exact
DD 5628/2025;152000005001;2025;;09;Sviluppo sostenibile e tutela del territorio e dell'ambiente;2;2;APP. AVANZO MUTUI - GRANDI OPERE DEL VERDE-PARCO DORA- SKATEPARK - sett.117;exact
DD 5630/2025;088810001007;2025;551,34;12;Diritti sociali, politiche sociali e famiglia;1;3;LEGGE 285/97 - PROGETTI LEGGE 285/97 - PRESTAZIONI DI SERVIZI - SERVIZI DIVERSI - settore 050;exact
DD 5630/2025;082400068001;2025;8.232,66;06;Politiche giovanili, sport e tempo libero;2;3;LEGGE 285/97 - PROGETTI LEGGE 285/97 - PRESTAZIONI DI SERVIZI - SERVIZI DIVERSI - settore 050;exact
DD 5640/2025;026900003003;2025;12.810,00;01;Servizi istituzionali, generali e di gestione;8;3;SISTEMI INFORMATIVI - ACQUISTO DI SERVIZI - SERVIZI DI SUPPORTO SPECIALISTICO PER LA TRASFORMAZIONE DIGITALE - settore 027;exact
DD 5640/2025;026900003003;2026;34.160,00;01;Servizi istituzionali, generali e di gestione;8;3;SISTEMI INFORMATIVI - ACQUISTO DI SERVIZI - SERVIZI DI SUPPORTO SPECIALISTICO PER LA TRASFORMAZIONE DIGITALE - settore 027;exact
DD 5640/2025;026900003003;2027;34.160,00;01;Servizi istituzionali, generali e di gestione;8;3;SISTEMI INFORMATIVI - ACQUISTO DI SERVIZI - SERVIZI DI SUPPORTO SPECIALISTICO PER LA TRASFORMAZIONE DIGITALE - settore 027;exact
DD 5640/2025;026900003003;2028;8.540,00;01;Servizi istituzionali, generali e di gestione;8;3;SISTEMI INFORMATIVI - ACQUISTO DI SERVIZI - SERVIZI DI SUPPORTO SPECIALISTICO PER LA TRASFORMAZIONE DIGITALE - settore 027;exact
DD 5643/2025;108500002001;2025;60.576,07;01;Servizi istituzionali, generali e di gestione;1;2;ORGANI ISTITUZIONALI PARTECIPAZIONE E DECENTRAMENTO - MANUTENZIONE STRAORDINARIA - settore 030;exact
DD 5644/2025;108500002005;2025;9.422,92;01;Servizi istituzionali, generali e di gestione;1;2;APP. AVANZO MUTUI - ORGANI ISTITUZIONALI PARTECIPAZIONE E DECENTRAMENTO - MANUTENZIONE STRAORDINARIA - settore 030;exact
DD 5648/2025;054200001006;2025;11.346,00;06;Politiche giovanili, sport e tempo libero;1;3;SPORT E TEMPO LIBERO - SPESE GENERALI - MANUTENZIONE E PULIZIA LOCALI - settore 062 - S.R.E. IVA;exact
DD 5685/2025;008600004001;2025;5.795,00;01;Servizi istituzionali, generali e di gestione;3;3;RISORSE FINANZIARIE - ACQUISTO DI SERVIZI - MECCANIZZAZIONE E ASSISTENZA - settore 024;exact
DD 5685/2025;008600004001;2026;23.180,00;01;Servizi istituzionali, generali e di gestione;3;3;RISORSE FINANZIARIE - ACQUISTO DI SERVIZI - MECCANIZZAZIONE E ASSISTENZA - settore 024;exact
DD 5685/2025;008600004001;2027;17.385,00;01;Servizi istituzionali, generali e di gestione;3;3;RISORSE FINANZIARIE - ACQUISTO DI SERVIZI - MECCANIZZAZIONE E ASSISTENZA - settore 024;exact
DD 5723/2025;118630008002;2025;73.647,60;01;Servizi istituzionali, generali e di gestione;8;2;SISTEMI INFORMATIVI - PN METRO PLUS - SERVIZI DIGITALI ALLE IMPRESE - TO1.1.2.1.B - VEDASI CAP.032500002001 ENTRATA - SETT.27;exact
DD 5723/2025;118630008002;2026;42.380,80;01;Servizi istituzionali, generali e di gestione;8;2;SISTEMI INFORMATIVI - PN METRO PLUS - SERVIZI DIGITALI ALLE IMPRESE - TO1.1.2.1.B - VEDASI CAP.032500002001 ENTRATA - SETT.27;exact
DD 5725/2025;006800020001;2025;;01;Servizi istituzionali, generali e di gestione;10;3;PERSONALE - ACQUISTO DI SERVIZI - CONVENZIONI PER LA FORMAZIONE DEI LAVORATORI DELLA PUBBLICA AMMINISTRAZIONE - LEGGE N. 122/2010 ART. 6 COMMA 13 - settore 004;exact
DD 5725/2025;006800020001;2026;500,00;01;Servizi istituzionali, generali e di gestione;10;3;PERSONALE - ACQUISTO DI SERVIZI - CONVENZIONI PER LA FORMAZIONE DEI LAVORATORI DELLA PUBBLICA AMMINISTRAZIONE - LEGGE N. 122/2010 ART. 6 COMMA 13 - settore 004;exact
DD 5731/2025;075900003010;2025;26.500,00;09;Sviluppo sostenibile e tutela del territorio e dell'ambiente;2;3;CIRCOSCRIZIONI COMUNALI - PRESTAZIONI DI SERVIZI - MANUTENZIONE AREE VERDI - settore 088;exact
DD 5731/2025;075900003010;2026;30.000,00;09;Sviluppo sostenibile e tutela del territorio e dell'ambiente;2;3;CIRCOSCRIZIONI COMUNALI - PRESTAZIONI DI SERVIZI - MANUTENZIONE AREE VERDI - settore 088;exact
DD 5731/2025;075900003010;2027;30.000,00;09;Sviluppo sostenibile e tutela del territorio e dell'ambiente;2;3;CIRCOSCRIZIONI COMUNALI - PRESTAZIONI DI SERVIZI - MANUTENZIONE AREE VERDI - settore 088;exact
DD 5751/2025;048800025002;2025;;05;Tutela e valorizzazione dei beni e attività culturali;2;3;APP. AVANZO TR -BIBLIOTECHE CIVICHE.ACQUISTO DI SERVIZI. CONSERVAZIONE, CATALOGAZIONE E DIGITALIZZAZIONE DEL PATRIMONIO BIBLIOGRAFICO E DELLE STAMPE DI INTERESSE CULTURALE.VEDASI 9900058 E-Set.025 1477;exact
DD 5751/2025;048800025001;2025;;05;Tutela e valorizzazione dei beni e attività culturali;2;3;BIBLIOTECHE CIVICHE. ACQUISTO DI SERVIZI. CONSERVAZIONE, CATALOGAZIONE E DIGITALIZZAZIONE DEL PATRIMONIO BIBLIOGRAFICO E DELLE STAMPE DI INTERESSE CULTURALE. VEDASI 9900066 E- Set.025 1565;exact
DD 5791/2025;045800005001;2025;48.660,92;04;Istruzione e diritto allo studio;6;3;ASSISTENZA SCOLASTICA - ACQUISTO DI SERVIZI - PULIZIA EDIFICI SCOLASTICI - Sett. 007;exact
DD 5794/2025;108500002001;2025;52.849,08;01;Servizi istituzionali, generali e di gestione;1;2;ORGANI ISTITUZIONALI PARTECIPAZIONE E DECENTRAMENTO - MANUTENZIONE STRAORDINARIA - settore 030;exact
DD 5798/2025;002610006001;2025;21.100,00;01;Servizi istituzionali, generali e di gestione;11;3;ALTRI SERVIZI GENERALI - ACQUISTO BENI DI CONSUMO - DISPOSITIVI ANTI- COVID - settore 005;exact
DD 5837/2025;132200004003;2025;37.390,56;05;Tutela e valorizzazione dei beni e attività culturali;2;2;PNRR M5C2-I2.2 CUP C14H22000020006 PIU A2 -ACQUISTO ATTREZZATURE INFORMATICHE, IMPIANTI AUDIOVISIVI E SISTEMA DI VIDEOSORVEGLIANZA PER LE BIBLIOTECHE CIVICHE TORINESI - VED. CAP. 31520008 E. - S. 25;exact
DD 5844/2025;060500009002;2025;9.296,40;07;Turismo;1;3;TURISMO - ACQUISTO DI BENI E SERVIZI - INIZIATIVE E MANIFESTAZIONI NAZIONALI ED INTERNAZIONALI ANCHE A RILIEVO TURISTICO - sett.0 69;exact
DD 5854/2025;033900001018;2026;24.339,00;03;Ordine pubblico e sicurezza;1;3;POLIZIA LOCALE E AMMINISTRATIVA - SPESE GENERALI - SPESE DI FUNZIONAMENTO - MANUTENZIONE ORDINARIA E RIPARAZIONI DI ATTREZZATURE - settore 048;exact
DD 5854/2025;033900001018;2027;24.339,00;03;Ordine pubblico e sicurezza;1;3;POLIZIA LOCALE E AMMINISTRATIVA - SPESE GENERALI - SPESE DI FUNZIONAMENTO - MANUTENZIONE ORDINARIA E RIPARAZIONI DI ATTREZZATURE - settore 048;exact
DD 5859/2025;002610003001;2025;3.586,80;01;Servizi istituzionali, generali e di gestione;11;3;ALTRI SERVIZI GENERALI - ACQUISTO BENI DI CONSUMO - ACQUISTO MATERIALI DI CONSUMO - MODULISTICA VARIA - settore 005;exact
DD 5891/2025;163450002001;2025;9.460,05;01;Servizi istituzionali, generali e di gestione;6;2;EDILIZIA SCOLASTICA - ACQUISTO APPARECCHIATURE SPECIALISTICHE - sett. 031;exact
DD 5894/2025;163400125001;2025;10.187,00;01;Servizi istituzionali, generali e di gestione;6;2;EDILIZIA SCOLASTICA - ACQUISTO SOFTWARE - sett. 031;exact
DD 5898/2025;088810001009;2025;2.272,00;12;Diritti sociali, politiche sociali e famiglia;1;3;LEGGE 285/97 - PROGETTI LEGGE 285/97 - PRESTAZIONI DI SERVIZI - SERVIZI DIVERSI - settore 007;exact
DD 5898/2025;088810001009;2026;3.408,00;12;Diritti sociali, politiche sociali e famiglia;1;3;LEGGE 285/97 - PROGETTI LEGGE 285/97 - PRESTAZIONI DI SERVIZI - SERVIZI DIVERSI - settore 007;exact
DD 5899/2025;080200009001;2025;15.983,76;12;Diritti sociali, politiche sociali e famiglia;1;3;ASILI NIDO ED INTERVENTI INNOVATIVI PER LA PRIMA INFANZIA - ACQUISTO DI SERVIZI - NIDI E SERVIZI CONVENZIONATI - S.R.E. IVA - settore 007;exact
DD 5899/2025;080200009001;2026;35.963,46;12;Diritti sociali, politiche sociali e famiglia;1;3;ASILI NIDO ED INTERVENTI INNOVATIVI PER LA PRIMA INFANZIA - ACQUISTO DI SERVIZI - NIDI E SERVIZI CONVENZIONATI - S.R.E. IVA - settore 007;exact
DD 5899/2025;080200009001;2027;13.985,79;12;Diritti sociali, politiche sociali e famiglia;1;3;ASILI NIDO ED INTERVENTI INNOVATIVI PER LA PRIMA INFANZIA - ACQUISTO DI SERVIZI - NIDI E SERVIZI CONVENZIONATI - S.R.E. IVA - settore 007;exact
DD 5915/2025;080200009001;2025;15.863,76;12;Diritti sociali, politiche sociali e famiglia;1;3;ASILI NIDO ED INTERVENTI INNOVATIVI PER LA PRIMA INFANZIA - ACQUISTO DI SERVIZI - NIDI E SERVIZI CONVENZIONATI - S.R.E. IVA - settore 007;exact
DD 5915/2025;080200009001;2026;35.693,46;12;Diritti sociali, politiche sociali e famiglia;1;3;ASILI NIDO ED INTERVENTI INNOVATIVI PER LA PRIMA INFANZIA - ACQUISTO DI SERVIZI - NIDI E SERVIZI CONVENZIONATI - S.R.E. IVA - settore 007;exact
DD 5915/2025;080200009001;2027;13.880,79;12;Diritti sociali, politiche sociali e famiglia;1;3;ASILI NIDO ED INTERVENTI INNOVATIVI PER LA PRIMA INFANZIA - ACQUISTO DI SERVIZI - NIDI E SERVIZI CONVENZIONATI - S.R.E. IVA - settore 007;exact
DD 5922/2025;026900003001;2025;;01;Servizi istituzionali, generali e di gestione;8;3;SISTEMI INFORMATIVI - ACQUISTO DI SERVIZI - SISTEMA INFORMATIVO COMUNALE - settore 027;exact
DD 5974/2025;098700013003;2025;9.265,90;14;Sviluppo economico e competitività;2;3;COMMERCIO E MERCATI - ACQUISTO DI BENI E SERVIZI - SPAZI PUBLICITARI TV RADIO WEB CARTA STAMPATA - SETT. 134;exact
DD 5975/2025;098700013003;2025;18.495,20;14;Sviluppo economico e competitività;2;3;COMMERCIO E MERCATI - ACQUISTO DI BENI E SERVIZI - SPAZI PUBLICITARI TV RADIO WEB CARTA STAMPATA - SETT. 134;exact
DD 5996/2025;118630001001;2025;94,87;01;Servizi istituzionali, generali e di gestione;8;3;SISTEMI INFORMATIVI - CONTRIBUTI AGLI INVESTIMENTI PER SISTEMA INFORMATIVO - settore 027;exact
DD 5998/2025;028300012002;2025;20.000,00;01;Servizi istituzionali, generali e di gestione;1;3;SISTEMA SICUREZZA E PRONTO INTERVENTO - PRESTAZIONE DI SERVIZI - SMONTAGGIO, RIMOZIONE E TRASPORTO DEHORS - SETT. 111;exact
DD 5998/2025;028300012002;2026;20.000,00;01;Servizi istituzionali, generali e di gestione;1;3;SISTEMA SICUREZZA E PRONTO INTERVENTO - PRESTAZIONE DI SERVIZI - SMONTAGGIO, RIMOZIONE E TRASPORTO DEHORS - SETT. 111;exact
DD 5998/2025;018940001006;2026;7.825,22;01;Servizi istituzionali, generali e di gestione;6;3;SISTEMA SICUREZZA E PRONTO INTERVENTO - PRESTAZIONI DI SERVIZI - MANUTENZIONE E PULIZIA LOCALI - settore 111;exact
DD 6011/2025;046150009001;2025;21.450,00;04;Istruzione e diritto allo studio;6;3;PROGETTI EDUCATIVI - PRESTAZIONI DI SERVIZI - TRASPORTI - S.R.E. IVA - settore 007 - R.IVA;exact
DD 6015/2025;068300011001;2026;226.820,64;08;Assetto del territorio ed edilizia abitativa;1;3;URBANISTICA - ACQUISTO DI SERVIZI - ATTIVITA' DI REVSIONE PRG - VEDASI CAP. 015100079 ENTRATA - Sett. 125;exact
DD 6073/2025;063320005002;2025;65.281,22;09;Sviluppo sostenibile e tutela del territorio e dell'ambiente;1;3;PONTI - VIE D'ACQUA - INFRASTRUTTURE - ACQUISTO DI BENI E SERVIZI - ALTRE PRESTAZIONI PROFESSIONALI - settore 034;exact
DD 6120/2025;098700011001;2025;25.803,00;14;Sviluppo economico e competitività;2;3;COMMERCIO E MERCATI - ACQUISTO DI BENI E SERVIZI - ATTIVITA' DI PROMOZIONE DEL COMMERCIO - SETT. 134;exact
DD 6184/2025;018300001002;2025;39.598,93;01;Servizi istituzionali, generali e di gestione;6;3;EDILIZIA SCOLASTICA - ACQUISTO DI SERVIZI - INCARICHI DI PROGETTAZIONE - settore 031;exact
DD 6255/2025;002610005001;2025;1.234,03;01;Servizi istituzionali, generali e di gestione;11;3;ALTRI SERVIZI GENERALI - ACQUISTO BENI DI CONSUMO - ACQUISTO MATERIALI DI CONSUMO - MATERIALE VARIO - settore 005;exact
DD 6276/2025;126100010001;2025;3.068,30;04;Istruzione e diritto allo studio;1;2;PNRR M4 C1 -11.1 - CUP. C11B21002270001 SCUOLE MATERNE - COSTR. POLI INFANZIA 0-6 EX ART. 1 C.59 L.27/12/19 N. 160 - DPCM 30/12/20 - CSO MASSIMO VEDASI CAP.31520011-32470001 ENTRATA Sett. 31;exact
DD 6276/2025;153200005001;2025;3.068,30;12;Diritti sociali, politiche sociali e famiglia;1;2;PNRR M4 C1-11.1 - CUP. C11B21002270001 ASILI NIDO - COSTRUZ POLI INFANZIA 0-6 EX ART. 1 C.59 L.27/12/19 N. 160 - DPCM 30/12/20 -CSO MASSIMO VED CAP. 31520011-32470001 EN - S.R.E. IVA - Sett. 31;exact
DD 6277/2025;026900003001;2025;109.707,14;01;Servizi istituzionali, generali e di gestione;8;3;SISTEMI INFORMATIVI - ACQUISTO DI SERVIZI - SISTEMA INFORMATIVO COMUNALE - settore 027;exact
DD 6296/2025;152000021003;2025;;09;Sviluppo sostenibile e tutela del territorio e dell'ambiente;2;2;APP. AVANZO TRASFERIMENTI - GRANDI OPERE DEL VERDE-PROG. OPERATIVO BONIFICA E MESSA IN SIC. PERMAN. EX CAMPO NOMADI ARRIVORE - INTERVENTI SU SITI ORFANI EX DM 269/2000 - VEDASI CAP. 34410004-34900002 E;exact
DD 6296/2025;152000021001;2025;;09;Sviluppo sostenibile e tutela del territorio e dell'ambiente;2;2;GRANDI OPERE DEL VERDE-PROGETTO OPERATIVO BONIFICA E MESSA IN SICUREZZA PERMANENTE EX CAMPO NOMADI ARRIVORE - INTERVENTI SU SITI ORFANI EX DM 269/2000 - VEDASI CAP.34410004-34900002 ENTRATA - SET 117;exact
