dd_numero;capitolo;anno_imp;importo;missione;missione_nome;programma;macro;denominazione;match
DD 2551/2025;003850006001;2025;48.800,00;01;Servizi istituzionali, generali e di gestione;11;3;GABINETTO DEL SINDACO - COMUNICAZIONE ISTITUZIONALE ED INFORMAZIONE - PRESTAZIONI DI SERVIZI - SPESE PER LA COMUNICAZIONE - settore 001;exact
DD 2551/2025;003850006001;2026;24.400,00;01;Servizi istituzionali, generali e di gestione;11;3;GABINETTO DEL SINDACO - COMUNICAZIONE ISTITUZIONALE ED INFORMAZIONE - PRESTAZIONI DI SERVIZI - SPESE PER LA COMUNICAZIONE - settore 001;exact
DD 2553/2025;081200002001;2025;17.568,00;12;Diritti sociali, politiche sociali e famiglia;4;3;CONTRASTO ALLA DISPERSIONE, ORIENTAMENTO, INCLUSIONE - ACQUISTO DI SERVIZI - INTERVENTI PER IL SUCCESSO SCOLASTICO - settore 007;exact
DD 2553/2025;081200002001;2026;26.352,00;12;Diritti sociali, politiche sociali e famiglia;4;3;CONTRASTO ALLA DISPERSIONE, ORIENTAMENTO, INCLUSIONE - ACQUISTO DI SERVIZI - INTERVENTI PER IL SUCCESSO SCOLASTICO - settore 007;exact
DD 2553/2025;081200002001;2027;24.156,00;12;Diritti sociali, politiche sociali e famiglia;4;3;CONTRASTO ALLA DISPERSIONE, ORIENTAMENTO, INCLUSIONE - ACQUISTO DI SERVIZI - INTERVENTI PER IL SUCCESSO SCOLASTICO - settore 007;exact
DD 2556/2025;086300008009;2025;16.600,00;12;Diritti sociali, politiche sociali e famiglia;4;3;SERVIZI SOCIALI - PRESTAZIONI DI SERVIZI - INTERVENTI A FAVORE DI STRANIERI E NOMADI - FORMAZIONE - VEDASI CAP. 6570000- ENTRATA - settore 019;exact
DD 2570/2025;021750002001;2025;59.092,46;01;Servizi istituzionali, generali e di gestione;7;3;ELEZIONI - SERVIZI IN OCCASIONE DI REFERENDUM - VEDASI CAP. 5000002 ENTRATA - settore 018;exact
DD 2570/2025;021750002001;2025;59.347,17;01;Servizi istituzionali, generali e di gestione;7;3;ELEZIONI - SERVIZI IN OCCASIONE DI REFERENDUM - VEDASI CAP. 5000002 ENTRATA - settore 018;exact
DD 2570/2025;021750002001;2025;61.639,54;01;Servizi istituzionali, generali e di gestione;7;3;ELEZIONI - SERVIZI IN OCCASIONE DI REFERENDUM - VEDASI CAP. 5000002 ENTRATA - settore 018;exact
DD 2570/2025;021750002001;2025;53.998,27;01;Servizi istituzionali, generali e di gestione;7;3;ELEZIONI - SERVIZI IN OCCASIONE DI REFERENDUM - VEDASI CAP. 5000002 ENTRATA - settore 018;exact
DD 2580/2025;018300001002;2025;32.871,37;01;Servizi istituzionali, generali e di gestione;6;3;EDILIZIA SCOLASTICA - ACQUISTO DI SERVIZI - INCARICHI DI PROGETTAZIONE - settore 031;exact
DD 2607/2025;118630008001;2025;263.314,02;01;Servizi istituzionali, generali e di gestione;8;2;SISTEMI INFORMATIVI - PN METRO PLUS - SERVIZI DIGITALI ALLA PERSONA - TO1.1.2.1.A - VEDASI CAP.032500002001 ENTRATA - SETT.27;exact
DD 2607/2025;118630008001;2026;23.128,28;01;Servizi istituzionali, generali e di gestione;8;2;SISTEMI INFORMATIVI - PN METRO PLUS - SERVIZI DIGITALI ALLA PERSONA - TO1.1.2.1.A - VEDASI CAP.032500002001 ENTRATA - SETT.27;exact
DD 2629/2025;018940001006;2025;48.739,00;01;Servizi istituzionali, generali e di gestione;6;3;SISTEMA SICUREZZA E PRONTO INTERVENTO - PRESTAZIONI DI SERVIZI - MANUTENZIONE E PULIZIA LOCALI - settore 111;exact
DD 2635/2025;174800000020;2025;600,00;99;Servizi per conto terzi;1;2;DEPOSITI CAUZIONALI IN DENARO DA TERZI PRESSO LA CITTA' - settore 010;exact
DD 2637/2025;174800000020;2025;558,75;99;Servizi per conto terzi;1;2;DEPOSITI CAUZIONALI IN DENARO DA TERZI PRESSO LA CITTA' - settore 010;exact
DD 2721/2025;021750002001;2025;24.000,00;01;Servizi istituzionali, generali e di gestione;7;3;ELEZIONI - SERVIZI IN OCCASIONE DI REFERENDUM - VEDASI CAP. 5000002 ENTRATA - settore 018;exact
DD 2721/2025;021750006001;2025;24.000,00;01;Servizi istituzionali, generali e di gestione;7;3;SERVIZIO ELETTORALE - SPESE DERIVANTI DA AGGIORNAMENTO LISTE ELETTORALI DA DISPOSIZIONI MINISTERIALI - Sett.018;exact
DD 2754/2025;021750002001;2025;18.245,45;01;Servizi istituzionali, generali e di gestione;7;3;ELEZIONI - SERVIZI IN OCCASIONE DI REFERENDUM - VEDASI CAP. 5000002 ENTRATA - settore 018;exact
DD 2790/2025;034100008004;2025;5.606,25;03;Ordine pubblico e sicurezza;1;3;POLIZIA MUNICIPALE - ACQUISTO DI MATERIALI - ACQUISTO DI PUBBLICAZIONI - VEDASI CAP. 8700000 ENTRATA - settore 048;exact
DD 2790/2025;008700000001;2025;5.606,25;01;Servizi istituzionali, generali e di gestione;3;10;ERARIO C/I.V.A. - I.V.A. A DEBITO - settore 024;exact
DD 2809/2025;018940004001;2025;39.840,00;01;Servizi istituzionali, generali e di gestione;6;3;SISTEMA SICUREZZA E PRONTO INTERVENTO - PRESTAZIONI DI SERVIZI - FORMAZIONE ED INFORMAZIONE - PUBBLICAZIONI - D.LGS.81/2008 - settore 111;exact
DD 2836/2025;021750002001;2025;6.100,00;01;Servizi istituzionali, generali e di gestione;7;3;ELEZIONI - SERVIZI IN OCCASIONE DI REFERENDUM - VEDASI CAP. 5000002 ENTRATA - settore 018;exact
DD 2836/2025;021750002001;2025;2.197.422,12;01;Servizi istituzionali, generali e di gestione;7;3;ELEZIONI - SERVIZI IN OCCASIONE DI REFERENDUM - VEDASI CAP. 5000002 ENTRATA - settore 018;exact
DD 2864/2025;021750002001;2025;22.326,00;01;Servizi istituzionali, generali e di gestione;7;3;ELEZIONI - SERVIZI IN OCCASIONE DI REFERENDUM - VEDASI CAP. 5000002 ENTRATA - settore 018;exact
DD 2883/2025;021750002001;2025;;01;Servizi istituzionali, generali e di gestione;7;3;ELEZIONI - SERVIZI IN OCCASIONE DI REFERENDUM - VEDASI CAP. 5000002 ENTRATA - settore 018;exact
DD 2890/2025;098700014003;2025;12.572,10;14;Sviluppo economico e competitività;2;3;COMMERCIO E MERCATI - ACQUISTO DI MATERIALI - MATERIALI VARI - settore 134;exact
DD 2954/2025;078400002001;2025;14.274,00;09;Sviluppo sostenibile e tutela del territorio e dell'ambiente;2;3;VERDE PUBBLICO - ACQUISTO DI SERVIZI - POTATURE, INTERVENTI DENDROLOGICI, MANUTENZIONE VERDE VERTICALE - settore 046;exact
DD 2954/2025;078400002001;2026;20.313,00;09;Sviluppo sostenibile e tutela del territorio e dell'ambiente;2;3;VERDE PUBBLICO - ACQUISTO DI SERVIZI - POTATURE, INTERVENTI DENDROLOGICI, MANUTENZIONE VERDE VERTICALE - settore 046;exact
DD 2954/2025;078400002001;2027;20.313,00;09;Sviluppo sostenibile e tutela del territorio e dell'ambiente;2;3;VERDE PUBBLICO - ACQUISTO DI SERVIZI - POTATURE, INTERVENTI DENDROLOGICI, MANUTENZIONE VERDE VERTICALE - settore 046;exact
DD 2977/2025;098700014003;2025;7.363,92;14;Sviluppo economico e competitività;2;3;COMMERCIO E MERCATI - ACQUISTO DI MATERIALI - MATERIALI VARI - settore 134;exact
DD 3013/2025;075900003004;2025;;09;Sviluppo sostenibile e tutela del territorio e dell'ambiente;2;3;CIRCOSCRIZIONI COMUNALI - PRESTAZIONI DI SERVIZI - MANUTENZIONE AREE VERDI - settore 090;exact
DD 3023/2025;097200041004;2025;25.500,00;14;Sviluppo economico e competitività;3;3;APP. AVANZO TRASFERIMENTI - INNOVAZIONE FONDI EUROPEI - ACQUISTO DI BENI E SERVIZI - PROGETTO TIPS4PED - VEDASI CAP. 012500075 ENTRATA - sett. 068;exact
DD 3040/2025;157400005003;2025;44.411,66;12;Diritti sociali, politiche sociali e famiglia;7;2;APP. AVANZO LEGGI - SERVIZI SOCIALI - ACQUISTI - MOBILI E ARREDI - VEDASI CAP. 29400 ENTRATA - SETT. 05 - 900;exact
DD 3045/2025;021750002001;2025;;01;Servizi istituzionali, generali e di gestione;7;3;ELEZIONI - SERVIZI IN OCCASIONE DI REFERENDUM - VEDASI CAP. 5000002 ENTRATA - settore 018;exact
DD 3049/2025;020100005001;2026;115.757,60;03;Ordine pubblico e sicurezza;1;3;GESTIONE PARCO VEICOLI - UTILIZZO BENI DI TERZI - SERVIZI ESCLUSI - NOLEGGIO VEICOLI PER IL CORPO DI POLIZIA MUNICIPALE - settore 055;exact
DD 3049/2025;020100005001;2028;160.786,90;03;Ordine pubblico e sicurezza;1;3;GESTIONE PARCO VEICOLI - UTILIZZO BENI DI TERZI - SERVIZI ESCLUSI - NOLEGGIO VEICOLI PER IL CORPO DI POLIZIA MUNICIPALE - settore 055;exact
DD 3049/2025;020100005001;2029;160.786,90;03;Ordine pubblico e sicurezza;1;3;GESTIONE PARCO VEICOLI - UTILIZZO BENI DI TERZI - SERVIZI ESCLUSI - NOLEGGIO VEICOLI PER IL CORPO DI POLIZIA MUNICIPALE - settore 055;exact
DD 3049/2025;020100005001;2030;160.786,90;03;Ordine pubblico e sicurezza;1;3;GESTIONE PARCO VEICOLI - UTILIZZO BENI DI TERZI - SERVIZI ESCLUSI - NOLEGGIO VEICOLI PER IL CORPO DI POLIZIA MUNICIPALE - settore 055;exact
DD 3049/2025;020100005001;2031;67.849,73;03;Ordine pubblico e sicurezza;1;3;GESTIONE PARCO VEICOLI - UTILIZZO BENI DI TERZI - SERVIZI ESCLUSI - NOLEGGIO VEICOLI PER IL CORPO DI POLIZIA MUNICIPALE - settore 055;exact
DD 3173/2025;136100011001;2025;40.179,82;06;Politiche giovanili, sport e tempo libero;1;2;PNRR - M5C2 I3.1 - CUP C15B22000090006 - LOTTO 1 - PARCO DELLO SPORT E DELL'EDUCAZIONE AMBIENTALE REALIZZAZIONE CITTADELLA DELLO SPORT - VEDASI CAP. 32460007 ENTRATA - SETT 62;exact
DD 3179/2025;060500010001;2025;95.160,00;07;Turismo;1;3;TURISMO - ACQUISTO DI BENI E SERVIZI - PROGETTO UNESCO RESIDENZE DELLA FAMIGLIA REALE DI SAVOIA - VEDASI CAP. 6500002 ENTRATA - SETT. 69;exact
DD 3188/2025;157400005003;2025;11.342,07;12;Diritti sociali, politiche sociali e famiglia;7;2;APP. AVANZO LEGGI - SERVIZI SOCIALI - ACQUISTI - MOBILI E ARREDI - VEDASI CAP. 29400 ENTRATA - SETT. 05 - 900;exact
DD 3208/2025;021750002001;2025;18.300,00;01;Servizi istituzionali, generali e di gestione;7;3;ELEZIONI - SERVIZI IN OCCASIONE DI REFERENDUM - VEDASI CAP. 5000002 ENTRATA - settore 018;exact
DD 3212/2025;033900001018;2025;9.185,54;03;Ordine pubblico e sicurezza;1;3;POLIZIA LOCALE E AMMINISTRATIVA - SPESE GENERALI - SPESE DI FUNZIONAMENTO - MANUTENZIONE ORDINARIA E RIPARAZIONI DI ATTREZZATURE - settore 048;exact
DD 3212/2025;033900001018;2026;9.185,54;03;Ordine pubblico e sicurezza;1;3;POLIZIA LOCALE E AMMINISTRATIVA - SPESE GENERALI - SPESE DI FUNZIONAMENTO - MANUTENZIONE ORDINARIA E RIPARAZIONI DI ATTREZZATURE - settore 048;exact
DD 3226/2025;008700000001;2025;9.200,00;01;Servizi istituzionali, generali e di gestione;3;10;ERARIO C/I.V.A. - I.V.A. A DEBITO - settore 024;exact
DD 3231/2025;118630008002;2025;280.000,00;01;Servizi istituzionali, generali e di gestione;8;2;SISTEMI INFORMATIVI - PN METRO PLUS - SERVIZI DIGITALI ALLE IMPRESE - TO1.1.2.1.B - VEDASI CAP.032500002001 ENTRATA - SETT.27;exact
DD 3231/2025;118630008002;2026;117.818,33;01;Servizi istituzionali, generali e di gestione;8;2;SISTEMI INFORMATIVI - PN METRO PLUS - SERVIZI DIGITALI ALLE IMPRESE - TO1.1.2.1.B - VEDASI CAP.032500002001 ENTRATA - SETT.27;exact
DD 3256/2025;026900003001;2025;307.200,88;01;Servizi istituzionali, generali e di gestione;8;3;SISTEMI INFORMATIVI - ACQUISTO DI SERVIZI - SISTEMA INFORMATIVO COMUNALE - settore 027;exact
DD 3291/2025;118630008001;2025;154.917,04;01;Servizi istituzionali, generali e di gestione;8;2;SISTEMI INFORMATIVI - PN METRO PLUS - SERVIZI DIGITALI ALLA PERSONA - TO1.1.2.1.A - VEDASI CAP.032500002001 ENTRATA - SETT.27;exact
DD 3291/2025;118630008001;2026;330.684,59;01;Servizi istituzionali, generali e di gestione;8;2;SISTEMI INFORMATIVI - PN METRO PLUS - SERVIZI DIGITALI ALLA PERSONA - TO1.1.2.1.A - VEDASI CAP.032500002001 ENTRATA - SETT.27;exact
DD 3326/2025;020650007001;2025;16.532,04;01;Servizi istituzionali, generali e di gestione;6;3;EDILIZIA ABITATIVA PUBBLICA E PER IL SOCIALE - ACQUISTO DI SERVIZI - INCARICHI DI PROGETTAZIONE - Settore 063;exact
DD 3380/2025;046150024001;2025;21.275,00;04;Istruzione e diritto allo studio;6;10;PROGETTI EDUCATIVI - PRESTAZIONI DI SERVIZI - QUOTE ASSICURATIVE - ATTIVITA' EDUCATIVE - settore 007;exact
DD 3380/2025;046150024001;2026;21.275,00;04;Istruzione e diritto allo studio;6;10;PROGETTI EDUCATIVI - PRESTAZIONI DI SERVIZI - QUOTE ASSICURATIVE - ATTIVITA' EDUCATIVE - settore 007;exact
DD 3385/2025;157600004001;2025;9.638,00;12;Diritti sociali, politiche sociali e famiglia;4;2;PNRR M5C2-I2.2 CUP: C12B22000000001- PIU A9 - MANUTENZIONE STRAORDINARIA CENTRO PROTAGONISMO GIOVANILE E CENTRI SOCIO ASSISTENZIALI STRADA DELLE CACCE 36 - VEDASI CAP. 31520008 ENTRATA - SETT. 30;exact
DD 3404/2025;118630008003;2025;97.929,90;01;Servizi istituzionali, generali e di gestione;8;2;SISTEMI INFORMATIVI - PN METRO PLUS - DIGITALIZZAZIONE E CHANGE MANAGEMENT - TO1.1.2.1.C - VEDASI CAP.032500002001 ENTRATA - SETT.27;exact
DD 3480/2025;057200014001;2025;1.427,40;06;Politiche giovanili, sport e tempo libero;1;3;MANIFESTAZIONI SPORTIVE - ACQUISTO DI BENI E SERVIZI - SPESE PER OSPITALITA' E ACCOGLIENZA - sett. 010;exact
DD 3480/2025;057200011001;2025;16.701,80;06;Politiche giovanili, sport e tempo libero;1;3;MANIFESTAZIONI SPORTIVE - ACQUISTO DI BENI E SERVIZI - EVENTI DI PROMOZIONE SPORTIVA RIVOLTI ALLE SCUOLE DELL'OBBLIGO - sett. 010;exact
DD 3586/2025;113800009001;2025;5.873,74;01;Servizi istituzionali, generali e di gestione;5;2;PNRR M5C2-I2.2 CUP C12F22000100001 PIU A10 - MANUTENZIONE STRAORDINARIA E RIQUALIFICAZIONE EDIFICI VIA FREJUS 21 E VIA BIXIO 56 - VEDASI CAP. 31520008 ENTRATA - SETT. 30;exact
DD 3586/2025;113800009001;2025;61.844,24;01;Servizi istituzionali, generali e di gestione;5;2;PNRR M5C2-I2.2 CUP C12F22000100001 PIU A10 - MANUTENZIONE STRAORDINARIA E RIQUALIFICAZIONE EDIFICI VIA FREJUS 21 E VIA BIXIO 56 - VEDASI CAP. 31520008 ENTRATA - SETT. 30;exact
DD 3586/2025;113800009001;2025;23.664,69;01;Servizi istituzionali, generali e di gestione;5;2;PNRR M5C2-I2.2 CUP C12F22000100001 PIU A10 - MANUTENZIONE STRAORDINARIA E RIQUALIFICAZIONE EDIFICI VIA FREJUS 21 E VIA BIXIO 56 - VEDASI CAP. 31520008 ENTRATA - SETT. 30;exact
DD 3591/2025;034300004001;2025;;03;Ordine pubblico e sicurezza;1;3;P0LIZIA MUNICIPALE - PRESTAZIONI DI SERVIZI - VIOLAZIONI ALLA LEGGE SULLA CIRCOLAZIONE STRADALE - SPESE DI PROCEDURA - settore 048;exact
DD 3591/2025;034300004001;2026;;03;Ordine pubblico e sicurezza;1;3;P0LIZIA MUNICIPALE - PRESTAZIONI DI SERVIZI - VIOLAZIONI ALLA LEGGE SULLA CIRCOLAZIONE STRADALE - SPESE DI PROCEDURA - settore 048;exact
DD 3591/2025;034300004001;2027;;03;Ordine pubblico e sicurezza;1;3;P0LIZIA MUNICIPALE - PRESTAZIONI DI SERVIZI - VIOLAZIONI ALLA LEGGE SULLA CIRCOLAZIONE STRADALE - SPESE DI PROCEDURA - settore 048;exact
DD 3591/2025;034300004001;2028;;03;Ordine pubblico e sicurezza;1;3;P0LIZIA MUNICIPALE - PRESTAZIONI DI SERVIZI - VIOLAZIONI ALLA LEGGE SULLA CIRCOLAZIONE STRADALE - SPESE DI PROCEDURA - settore 048;exact
DD 3660/2025;034300041004;2025;;03;Ordine pubblico e sicurezza;1;3;APP. AVANZO TRASFERIMENTI - POLIZIA LOCALE - ACQUISTO DI BENI E SERVIZI - PRESTAZIONI DI SERVIZI - PROGETTO SCUOLE SICURE - VEDASI CAP. 6600000 ENTRATA - sett. 048;exact
DD 3660/2025;123100203004;2025;;03;Ordine pubblico e sicurezza;1;2;APP. AVANZO TRASFERIMENTI - POLIZIA LOCALE - ACQUISTI ATTREZZATURE VARIE - PROGETTO SCUOLE SICURE - VEDASI CAP. 31500000 ENTRATA - sett. 048;exact
DD 3660/2025;123100203003;;;03;Ordine pubblico e sicurezza;1;2;APP. AVANZO TRASFERIMENTI - POLIZIA LOCALE - ACQUISTI ATTREZZATURE - VEICOLI - PROGETTO SCUOLE SICURE - VEDASI CAP. 31500000 ENTRATA - sett. 048;base9-multi
DD 3661/2025;071600007002;2025;9.319,21;11;Soccorso civile;1;3;PROTEZIONE CIVILE - ACQUISTO DI MATERIALI - MATERIALI VARI PER SISTEMA DI TRASMISSIONI - VEDASI CAP. 15000010 ENTRATA - settore 048;exact
DD 3721/2025;118630009001;2025;25.076,23;01;Servizi istituzionali, generali e di gestione;8;2;SISTEMI INFORMATIVI - PNRR M1 C1 INV1.4 MISURA1.4.4 - EST. DELL'UTILIZZO ANAGRAFE NAZIONALE DIGITALE (ANPR)-ADESIONE ALLO STATO CIVILE DIGITALE(ANSC)-CUP C51F24005910006 VED CAP. 33850010 E - sett 027;exact
DD 3743/2025;078400002001;2025;45.628,00;09;Sviluppo sostenibile e tutela del territorio e dell'ambiente;2;3;VERDE PUBBLICO - ACQUISTO DI SERVIZI - POTATURE, INTERVENTI DENDROLOGICI, MANUTENZIONE VERDE VERTICALE - settore 046;exact
DD 3743/2025;078400002001;2026;45.628,00;09;Sviluppo sostenibile e tutela del territorio e dell'ambiente;2;3;VERDE PUBBLICO - ACQUISTO DI SERVIZI - POTATURE, INTERVENTI DENDROLOGICI, MANUTENZIONE VERDE VERTICALE - settore 046;exact
DD 3743/2025;078400002001;2027;45.628,00;09;Sviluppo sostenibile e tutela del territorio e dell'ambiente;2;3;VERDE PUBBLICO - ACQUISTO DI SERVIZI - POTATURE, INTERVENTI DENDROLOGICI, MANUTENZIONE VERDE VERTICALE - settore 046;exact
DD 3828/2025;082600001004;2025;26.728,27;12;Diritti sociali, politiche sociali e famiglia;4;3;CIRCOSCRIZIONI COMUNALI - PRESTAZIONI DI SERVIZI - INTERVENTI DI PREVENZIONE E RECUPERO DEL DISAGIO GIOVANILE - settore 085;exact
DD 3828/2025;082600001004;2026;33.000,00;12;Diritti sociali, politiche sociali e famiglia;4;3;CIRCOSCRIZIONI COMUNALI - PRESTAZIONI DI SERVIZI - INTERVENTI DI PREVENZIONE E RECUPERO DEL DISAGIO GIOVANILE - settore 085;exact
DD 3829/2025;088810001027;2025;23.990,94;12;Diritti sociali, politiche sociali e famiglia;1;3;LEGGE 285/97 - PROGETTI LEGGE 285/97 - PRESTAZIONI DI SERVIZI - SERVIZI DIVERSI - settore 085;exact
DD 3829/2025;088810001027;2026;25.000,00;12;Diritti sociali, politiche sociali e famiglia;1;3;LEGGE 285/97 - PROGETTI LEGGE 285/97 - PRESTAZIONI DI SERVIZI - SERVIZI DIVERSI - settore 085;exact
DD 3829/2025;088810001027;2027;25.000,00;12;Diritti sociali, politiche sociali e famiglia;1;3;LEGGE 285/97 - PROGETTI LEGGE 285/97 - PRESTAZIONI DI SERVIZI - SERVIZI DIVERSI - settore 085;exact
DD 3887/2025;118630008007;2025;110.774,35;01;Servizi istituzionali, generali e di gestione;8;2;SISTEMI INFORMATIVI - PN METRO PLUS - GESTIONE DELLA RELAZIONE CITTADINO - IMPRESE - TO1.1.2.1.E - HARDWARE - VEDASI CAP.032500002001 ENTRATA - SETT.27;exact
DD 3938/2025;076610002001;2025;29.821,20;09;Sviluppo sostenibile e tutela del territorio e dell'ambiente;8;3;FONDI EUROPEI - ACQUISTO DI BENI E SERVIZI - PROGETTO COMMONAIR - VEDASI CAP.012700009 ENTRATA - SETT 068;exact
DD 3938/2025;076610002001;2026;39.304,00;09;Sviluppo sostenibile e tutela del territorio e dell'ambiente;8;3;FONDI EUROPEI - ACQUISTO DI BENI E SERVIZI - PROGETTO COMMONAIR - VEDASI CAP.012700009 ENTRATA - SETT 068;exact
DD 3949/2025;046150014001;2025;33.529,91;04;Istruzione e diritto allo studio;6;3;PROGETTI EDUCATIVI - PRESTAZIONI DI SERVIZI - ATTIVITA' ESTIVE - S.R.E. IVA - settore 007 - R.IVA;exact
DD 3949/2025;046150014001;2025;50.294,87;04;Istruzione e diritto allo studio;6;3;PROGETTI EDUCATIVI - PRESTAZIONI DI SERVIZI - ATTIVITA' ESTIVE - S.R.E. IVA - settore 007 - R.IVA;exact
DD 3949/2025;046150025001;2025;70.151,33;04;Istruzione e diritto allo studio;6;3;PROGETTI EDUCATIVI - PRESTAZIONI DI SERVIZI - ATTIVITA' EDUCATIVE E SERVIZI PER INCLUSIONE E DISABILITA' - settore 007;exact
DD 3949/2025;046150014001;2025;16.764,95;04;Istruzione e diritto allo studio;6;3;PROGETTI EDUCATIVI - PRESTAZIONI DI SERVIZI - ATTIVITA' ESTIVE - S.R.E. IVA - settore 007 - R.IVA;exact
DD 3949/2025;046150025001;2025;70.436,90;04;Istruzione e diritto allo studio;6;3;PROGETTI EDUCATIVI - PRESTAZIONI DI SERVIZI - ATTIVITA' EDUCATIVE E SERVIZI PER INCLUSIONE E DISABILITA' - settore 007;exact
DD 3950/2025;002610005001;2025;2.999,98;01;Servizi istituzionali, generali e di gestione;11;3;ALTRI SERVIZI GENERALI - ACQUISTO BENI DI CONSUMO - ACQUISTO MATERIALI DI CONSUMO - MATERIALE VARIO - settore 005;exact
DD 3952/2025;118630008005;2025;551.985,60;01;Servizi istituzionali, generali e di gestione;8;2;SISTEMI INFORMATIVI - PN METRO PLUS - GESTIONE DELLA RELAZIONE CITTADINO - IMPRESE - TO1.1.2.1.E - VEDASI CAP.032500002001 ENTRATA - SETT.27;exact
DD 3992/2025;082400058001;2025;;06;Politiche giovanili, sport e tempo libero;2;3;POLITICHE GIOVANILI E INTERCULTURA - ACQUISTO DI SERVIZI - ALTRE PRESTAZIONI PROFESSIONALI E SPECIALISTICHE- SETT. 50;exact
DD 4084/2025;075000003001;2025;5.000,00;09;Sviluppo sostenibile e tutela del territorio e dell'ambiente;2;3;FONDI EUROPEI - ACQUISTO DI BENI E SERVIZI - PROGETTO CLIMAGEN - VEDASI CAP. 12500081 ENTRATA 1585;exact
DD 4084/2025;075000003001;2026;25.000,00;09;Sviluppo sostenibile e tutela del territorio e dell'ambiente;2;3;FONDI EUROPEI - ACQUISTO DI BENI E SERVIZI - PROGETTO CLIMAGEN - VEDASI CAP. 12500081 ENTRATA 1585;exact
DD 4107/2025;152000026002;2025;60.000,00;09;Sviluppo sostenibile e tutela del territorio e dell'ambiente;2;2;GRANDI OPERE DEL VERDE - VIVAIO FORESTALE COMPLESSO BONAFOUS DI CHIERI - VEDASI CAP. 046500102 ENTRATA - sett. 117;exact
DD 4107/2025;152000026004;2025;229.270,03;09;Sviluppo sostenibile e tutela del territorio e dell'ambiente;2;2;APP. AVANZO TRASFERIMENTI - GRANDI OPERE DEL VERDE - VIVAIO FORESTALE COMPLESSO BONAFOUS DI CHIERI - VEDASI CAP. 046500102 ENTRATA - sett. 117;exact
DD 4134/2025;118630008005;2025;5.678,86;01;Servizi istituzionali, generali e di gestione;8;2;SISTEMI INFORMATIVI - PN METRO PLUS - GESTIONE DELLA RELAZIONE CITTADINO - IMPRESE - TO1.1.2.1.E - VEDASI CAP.032500002001 ENTRATA - SETT.27;exact
DD 4168/2025;002610004001;2025;6.988,98;01;Servizi istituzionali, generali e di gestione;11;3;ALTRI SERVIZI GENERALI - ACQUISTO BENI DI CONSUMO - ACQUISTO MATERIALI DI CONSUMO - BIANCHERIA - settore 005;exact
DD 4190/2025;060500009002;2025;9.272,00;07;Turismo;1;3;TURISMO - ACQUISTO DI BENI E SERVIZI - INIZIATIVE E MANIFESTAZIONI NAZIONALI ED INTERNAZIONALI ANCHE A RILIEVO TURISTICO - sett.0 69;exact
DD 4209/2025;018940001006;2025;37.449,65;01;Servizi istituzionali, generali e di gestione;6;3;SISTEMA SICUREZZA E PRONTO INTERVENTO - PRESTAZIONI DI SERVIZI - MANUTENZIONE E PULIZIA LOCALI - settore 111;exact
DD 4209/2025;018940001006;2025;184,00;01;Servizi istituzionali, generali e di gestione;6;3;SISTEMA SICUREZZA E PRONTO INTERVENTO - PRESTAZIONI DI SERVIZI - MANUTENZIONE E PULIZIA LOCALI - settore 111;exact
DD 4231/2025;018300001002;2025;11.996,41;01;Servizi istituzionali, generali e di gestione;6;3;EDILIZIA SCOLASTICA - ACQUISTO DI SERVIZI - INCARICHI DI PROGETTAZIONE - settore 031;exact
DD 4232/2025;018300001002;2025;23.751,94;01;Servizi istituzionali, generali e di gestione;6;3;EDILIZIA SCOLASTICA - ACQUISTO DI SERVIZI - INCARICHI DI PROGETTAZIONE - settore 031;exact
DD 4236/2025;006800012001;2025;8.784,00;01;Servizi istituzionali, generali e di gestione;10;3;PERSONALE - ACQUISTO DI SERVIZI - SVILUPPO ORGANIZZATIVO - settore 004;exact
DD 4264/2025;136100012001;2025;32.039,64;06;Politiche giovanili, sport e tempo libero;1;2;CENTRI SPORTIVI - ACQUISTO MATERIALE VARIO - S.R.E. IVA - Sett. 10 - R. IVA;exact
DD 4270/2025;132500002002;2025;15.974,95;05;Tutela e valorizzazione dei beni e attività culturali;1;2;BIBLIOTECHE MUSEI E PINACOTECHE - MANUTENZIONE STRAORDINARIA E RESTAURI - settore 060;exact
DD 4276/2025;136100018001;2025;23.837,12;06;Politiche giovanili, sport e tempo libero;1;2;IMPIANTI SPORTIVI - MANUTENZIONE STRAORDINARIA - MONUMENTO DELL'HEYSEL - VEDASI CAP. 34460002 ENTRATA - sett. 062;exact
DD 4308/2025;098700011001;2025;13.664,00;14;Sviluppo economico e competitività;2;3;COMMERCIO E MERCATI - ACQUISTO DI BENI E SERVIZI - ATTIVITA' DI PROMOZIONE DEL COMMERCIO - SETT. 134;exact
DD 4316/2025;028300002002;2025;7.625,00;01;Servizi istituzionali, generali e di gestione;1;3;COMUNICAZIONE ISTITUZIONALE ED INFORMAZIONE - SPESE PUBBLICITARIE A CARATTERE ISTITUZIONALE - QUOTIDIANI E PERIODICI - LEGGE N. 122/2010 - ART. 6 COMMA 8 - settore 001;exact
DD 4357/2025;152000026003;2025;49.444,42;09;Sviluppo sostenibile e tutela del territorio e dell'ambiente;2;2;APP. AVANZO TRASFERIMENTI - GRANDI OPERE DEL VERDE - EFFICIENTAMENTO ENERGETICO SERRE COMPLESSO BONAFOUS DI CHIERI - VEDASI CAP. 046500102 ENTRATA - sett. 117;exact
