cig;dd_numeri;capitoli;missioni;denominazioni_capitoli
B8003780C4;DD 6407/2025;051400010003|051400014002;05;CULTURA - PRESTAZIONI DI SERVIZI - INIZIATIVE VARIE DI CARATTERE INTERCULTURALE - VEDASI CAP. 15000006 ENTRATA - settore 045 || CULTURA - PRESTAZIONI DI SERVIZI - SERVIZI PER INIZIATIVE CULTURALI - settore 065
B7DD89BD82;DD 4989/2025;;;
B7E2710C2D;DD 5178/2025;080200013001;12;ASILI NIDO ED INTERVENTI INNOVATIVI PER LA PRIMA INFANZIA - ACQUISTO DI SERVIZI - GESTIONE ESTERNA NIDI - SPESE VARIE - SRE IVA - settore 007
B80A22A665;DD 5167/2025;080200009001;12;ASILI NIDO ED INTERVENTI INNOVATIVI PER LA PRIMA INFANZIA - ACQUISTO DI SERVIZI - NIDI E SERVIZI CONVENZIONATI - S.R.E. IVA - settore 007
B7E3A7B263;DD 5837/2025;132200004003;05;PNRR M5C2-I2.2 CUP C14H22000020006 PIU A2 -ACQUISTO ATTREZZATURE INFORMATICHE, IMPIANTI AUDIOVISIVI E SISTEMA DI VIDEOSORVEGLIANZA PER LE BIBLIOTECHE CIVICHE TORINESI - VED. CAP. 31520008 E. - S. 25
B7D7F432F3;DD 5114/2025|DD 7619/2025;;;
B7F7AAFFCE;DD 5298/2025;063320005002;09;PONTI - VIE D'ACQUA - INFRASTRUTTURE - ACQUISTO DI BENI E SERVIZI - ALTRE PRESTAZIONI PROFESSIONALI - settore 034
B7F4DBFA69;DD 5148/2025;080200009001;12;ASILI NIDO ED INTERVENTI INNOVATIVI PER LA PRIMA INFANZIA - ACQUISTO DI SERVIZI - NIDI E SERVIZI CONVENZIONATI - S.R.E. IVA - settore 007
B7F48E162F;DD 5172/2025;080200009001;12;ASILI NIDO ED INTERVENTI INNOVATIVI PER LA PRIMA INFANZIA - ACQUISTO DI SERVIZI - NIDI E SERVIZI CONVENZIONATI - S.R.E. IVA - settore 007
B7F17BB730;DD 5794/2025;108500002001;01;ORGANI ISTITUZIONALI PARTECIPAZIONE E DECENTRAMENTO - MANUTENZIONE STRAORDINARIA - settore 030
B82DD90ECF;DD 8388/2025;;;
B82DE7F40D;DD 6511/2025;;;
B86B061D7E;DD 5975/2025;098700013003;14;COMMERCIO E MERCATI - ACQUISTO DI BENI E SERVIZI - SPAZI PUBLICITARI TV RADIO WEB CARTA STAMPATA - SETT. 134
B81F65096E;DD 5448/2025;080200009001;12;ASILI NIDO ED INTERVENTI INNOVATIVI PER LA PRIMA INFANZIA - ACQUISTO DI SERVIZI - NIDI E SERVIZI CONVENZIONATI - S.R.E. IVA - settore 007
B839DE7820;DD 5640/2025;026900003003;01;SISTEMI INFORMATIVI - ACQUISTO DI SERVIZI - SERVIZI DI SUPPORTO SPECIALISTICO PER LA TRASFORMAZIONE DIGITALE - settore 027
B86903A511;DD 7252/2025|DD 7998/2025;;;
B82DF33896;DD 5568/2025;;;
B8472E8EDF;DD 7220/2025;148200007001;11;PROTEZIONE CIVILE- PN METRO PLUS - RIQUALIFICAZIONE CENTRO POLIFUNZIONALE PROTEZIONE CIVILE TO2.2.4.2.A - VEDASI CAP. 032500011 ENTRATA - Sett. 028
B8415F2826;DD 7796/2025;;;
B83EDCB5A7;DD 5725/2025;006800020001;01;PERSONALE - ACQUISTO DI SERVIZI - CONVENZIONI PER LA FORMAZIONE DEI LAVORATORI DELLA PUBBLICA AMMINISTRAZIONE - LEGGE N. 122/2010 ART. 6 COMMA 13 - settore 004
B84806E7D0;DD 7884/2025;;;
B82B7E8BA2;DD 5891/2025;163450002001;01;EDILIZIA SCOLASTICA - ACQUISTO APPARECCHIATURE SPECIALISTICHE - sett. 031
B86B5FF02F;DD 5974/2025;098700013003;14;COMMERCIO E MERCATI - ACQUISTO DI BENI E SERVIZI - SPAZI PUBLICITARI TV RADIO WEB CARTA STAMPATA - SETT. 134
B82F881A66;DD 5667/2025;;;
B8249E41FA;DD 5325/2025;080200009001;12;ASILI NIDO ED INTERVENTI INNOVATIVI PER LA PRIMA INFANZIA - ACQUISTO DI SERVIZI - NIDI E SERVIZI CONVENZIONATI - S.R.E. IVA - settore 007
B824E6BE66;DD 5324/2025;080200009001;12;ASILI NIDO ED INTERVENTI INNOVATIVI PER LA PRIMA INFANZIA - ACQUISTO DI SERVIZI - NIDI E SERVIZI CONVENZIONATI - S.R.E. IVA - settore 007
B82C5D2718;DD 5915/2025;080200009001;12;ASILI NIDO ED INTERVENTI INNOVATIVI PER LA PRIMA INFANZIA - ACQUISTO DI SERVIZI - NIDI E SERVIZI CONVENZIONATI - S.R.E. IVA - settore 007
B86D7D4B74;DD 5898/2025;088810001009;12;LEGGE 285/97 - PROGETTI LEGGE 285/97 - PRESTAZIONI DI SERVIZI - SERVIZI DIVERSI - settore 007
B8225BBAD9;DD 7798/2025;;;
B82FC466BF;DD 5899/2025;080200009001;12;ASILI NIDO ED INTERVENTI INNOVATIVI PER LA PRIMA INFANZIA - ACQUISTO DI SERVIZI - NIDI E SERVIZI CONVENZIONATI - S.R.E. IVA - settore 007
B83ECD49D1;DD 5751/2025;048800025001|048800025002;05;APP. AVANZO TR -BIBLIOTECHE CIVICHE.ACQUISTO DI SERVIZI. CONSERVAZIONE, CATALOGAZIONE E DIGITALIZZAZIONE DEL PATRIMONIO BIBLIOGRAFICO E DELLE STAMPE DI INTERESSE CULTURALE.VEDASI 9900058 E-Set.025 1477 || BIBLIOTECHE CIVICHE. ACQUISTO DI SERVIZI. CONSERVAZIONE, CATALOGAZIONE E DIGITALIZZAZIONE DEL PATRIMONIO BIBLIOGRAFICO E DELLE STAMPE DI INTERESSE CULTURALE. VEDASI 9900066 E- Set.025 1565
B7E65FB819;DD 4935/2025;118800000008;01;APP. AVANZO ACCANTONAMENTI 1526 - ACQUISTO ATTREZZATURE TECNOLOGICHE HARDWARE SISTEMI DI TELECOMUNICAZIONE E SICUREZZA - settore 027
B86B97B049;DD 8156/2025;;;
B82C525854;DD 6394/2025;055900005001|136100012001;06;CENTRI SPORTIVI - ACQUISTO DI BENI E DI MATERIALE VARIO PER IMPIANTI SPORTIVI A GESTIONE DIRETTA DELL'AREA SPORT E TEMPO LIBERO - S.R.E. IVA - Settore 010 || CENTRI SPORTIVI - ACQUISTO MATERIALE VARIO - S.R.E. IVA - Sett. 10 - R. IVA
B8615CBBFF;DD 7310/2025|DD 7242/2025;097200043001;14;FONDI EUROPEI - PRESTAZIONI DI SERVIZI NEBA INTERREG EUROPE -CUP C19G24000000006 - VEDASI CAP.012500077 -Sett. 068 1531
B82858EE77;DD 5589/2025;006800018001|006800018002;01;APP. AVANZO ACCANTONAMENTI- PERSONALE - ACQUISTO DI SERVIZI - AGGIORNAMENTO E FORMAZIONE DEI LAVORATORI DELLA PUBBLICA AMMINISTRAZIONE - LEGGE N. 122/2010 ART. 6 COMMA 13 - settore 004 1526 || PERSONALE - ACQUISTO DI SERVIZI - AGGIORNAMENTO E FORMAZIONE DEI LAVORATORI DELLA PUBBLICA AMMINISTRAZIONE - LEGGE N. 122/2010 ART. 6 COMMA 13 - settore 004
B85AC38C9C;DD 6073/2025;063320005002;09;PONTI - VIE D'ACQUA - INFRASTRUTTURE - ACQUISTO DI BENI E SERVIZI - ALTRE PRESTAZIONI PROFESSIONALI - settore 034
B7DBC67762;DD 5048/2025|DD 5591/2025|DD 6703/2025|DD 7712/2025;006800014001|097250017002;01|14;FONDI EUROPEI-PROGETTO TOMOVE-ACQUISTO DI BENI E SERVIZI-PIANO COMPLEMENTARE AL PNRR-M1C1-I1.4.6-CUP C15C22007220001-VEDASI CAP. 006800014 ENTRATA - SETT.068 || PERSONALE - ACQUISTO DI SERVIZI - SPESE PER COMMISSIONI CONCORSI - SELEZIONI A POSTI VACANTI A TEMPO INDETERMINATO - settore 004
B828FCD30C;DD 5635/2025|DD 8222/2025|DD 8565/2025;;;
B823288B1D;DD 7818/2025;;;
B81F50691B;DD 5326/2025;080200009001;12;ASILI NIDO ED INTERVENTI INNOVATIVI PER LA PRIMA INFANZIA - ACQUISTO DI SERVIZI - NIDI E SERVIZI CONVENZIONATI - S.R.E. IVA - settore 007
B863EB7114;DD 5859/2025;002610003001;01;ALTRI SERVIZI GENERALI - ACQUISTO BENI DI CONSUMO - ACQUISTO MATERIALI DI CONSUMO - MODULISTICA VARIA - settore 005
B8634BD572;DD 6541/2025;;;
B8564E2E54;DD 5774/2025;;;
B84D12102B;DD 5791/2025|DD 8411/2025;045800005001;04;ASSISTENZA SCOLASTICA - ACQUISTO DI SERVIZI - PULIZIA EDIFICI SCOLASTICI - Sett. 007
B8225BCBAC;DD 7798/2025;;;
B846EDFA6B;DD 5781/2025;;;
B858316AFB;DD 5854/2025;033900001018;03;POLIZIA LOCALE E AMMINISTRATIVA - SPESE GENERALI - SPESE DI FUNZIONAMENTO - MANUTENZIONE ORDINARIA E RIPARAZIONI DI ATTREZZATURE - settore 048
B84F368984;DD 5641/2025;;;
B85ABE581F;DD 5844/2025;060500009002;07;TURISMO - ACQUISTO DI BENI E SERVIZI - INIZIATIVE E MANIFESTAZIONI NAZIONALI ED INTERNAZIONALI ANCHE A RILIEVO TURISTICO - sett.0 69
B84D8B511B;DD 5624/2025;;;
B8679E89B8;DD 5990/2025;;;
B8343D326B;DD 5685/2025;008600004001;01;RISORSE FINANZIARIE - ACQUISTO DI SERVIZI - MECCANIZZAZIONE E ASSISTENZA - settore 024
B86DD50215;DD 6266/2025;;;
B823289BF0;DD 7818/2025;;;
B814959D3D;DD 5273/2025;019900007001;01;GESTIONE PARCO VEICOLI - ACQUISTO DI MATERIALI - CARBURANTI OLII E LUBRIFICANTI - settore 055
B86DF1CDAC;DD 6120/2025|DD 6739/2025;098700011001;14;COMMERCIO E MERCATI - ACQUISTO DI BENI E SERVIZI - ATTIVITA' DI PROMOZIONE DEL COMMERCIO - SETT. 134
B8198CEF29;DD 5609/2025;;;
B8259857B3;DD 5731/2025;075900003010;09;CIRCOSCRIZIONI COMUNALI - PRESTAZIONI DI SERVIZI - MANUTENZIONE AREE VERDI - settore 088
B7A6824860;DD 5155/2025;097500011001;14;FONDI EUROPEI - ACQUISTO DI BENI E SERVIZI - PROGETTO iCAPITAL - VEDASI CAP. 12700008 ENTRATA - sett. 068
B81210A9BC;DD 5648/2025;054200001006;06;SPORT E TEMPO LIBERO - SPESE GENERALI - MANUTENZIONE E PULIZIA LOCALI - settore 062 - S.R.E. IVA
B857FB4059;DD 6296/2025;152000021001|152000021003;09;APP. AVANZO TRASFERIMENTI - GRANDI OPERE DEL VERDE-PROG. OPERATIVO BONIFICA E MESSA IN SIC. PERMAN. EX CAMPO NOMADI ARRIVORE - INTERVENTI SU SITI ORFANI EX DM 269/2000 - VEDASI CAP. 34410004-34900002 E || GRANDI OPERE DEL VERDE-PROGETTO OPERATIVO BONIFICA E MESSA IN SICUREZZA PERMANENTE EX CAMPO NOMADI ARRIVORE - INTERVENTI SU SITI ORFANI EX DM 269/2000 - VEDASI CAP.34410004-34900002 ENTRATA - SET 117
B744DA1B74;DD 4577/2025|DD 4957/2025;;;
B82B687855;DD 5894/2025;163400125001;01;EDILIZIA SCOLASTICA - ACQUISTO SOFTWARE - sett. 031
B84F1D19A6;DD 6643/2025;098700011001;14;COMMERCIO E MERCATI - ACQUISTO DI BENI E SERVIZI - ATTIVITA' DI PROMOZIONE DEL COMMERCIO - SETT. 134
B84900012C;DD 5630/2025;082400068001|088810001007;06|12;LEGGE 285/97 - PROGETTI LEGGE 285/97 - PRESTAZIONI DI SERVIZI - SERVIZI DIVERSI - settore 050
B85693F81D;DD 5998/2025;018940001006|028300012002;01;SISTEMA SICUREZZA E PRONTO INTERVENTO - PRESTAZIONE DI SERVIZI - SMONTAGGIO, RIMOZIONE E TRASPORTO DEHORS - SETT. 111 || SISTEMA SICUREZZA E PRONTO INTERVENTO - PRESTAZIONI DI SERVIZI - MANUTENZIONE E PULIZIA LOCALI - settore 111
B87853B413;DD 7049/2025;018300001002;01;EDILIZIA SCOLASTICA - ACQUISTO DI SERVIZI - INCARICHI DI PROGETTAZIONE - settore 031
B88DCADF97;DD 8370/2025;;;
B89F1B9FED;DD 6404/2025;003850006001;01;GABINETTO DEL SINDACO - COMUNICAZIONE ISTITUZIONALE ED INFORMAZIONE - PRESTAZIONI DI SERVIZI - SPESE PER LA COMUNICAZIONE - settore 001
B8B0137ACC;DD 6663/2025;033900001018;03;POLIZIA LOCALE E AMMINISTRATIVA - SPESE GENERALI - SPESE DI FUNZIONAMENTO - MANUTENZIONE ORDINARIA E RIPARAZIONI DI ATTREZZATURE - settore 048
B8AEE5ED14;DD 6864/2025;;;
B8759AC1FB;DD 6436/2025;;;
B8CA393884;DD 6857/2025;;;
B8881E120D;DD 7686/2025;;;
B87A49C91C;DD 6314/2025;034300010001|034300028001;03;P0LIZIA MUNICIPALE - PRESTAZIONI DI SERVIZI - FORMAZIONE AGGIORNAMENTO PERSONALE POLIZIA MUNICIPALE ED EDUCAZIONE - LEGGE N. 122/2010 ART. 6 COMMA 13 - settore 048 || POLIZIA MUNICIPALE - PRESTAZIONI DI SERVIZI - LICENZE SOFTWARE - SETT. 048
B89D09243F;DD 6434/2025;080200013001;12;ASILI NIDO ED INTERVENTI INNOVATIVI PER LA PRIMA INFANZIA - ACQUISTO DI SERVIZI - GESTIONE ESTERNA NIDI - SPESE VARIE - SRE IVA - settore 007
B88708E62B;DD 6487/2025;018300001002;01;EDILIZIA SCOLASTICA - ACQUISTO DI SERVIZI - INCARICHI DI PROGETTAZIONE - settore 031
B8E0A0DB83;DD 6872/2025;;;
B8AC4DBB67;DD 8390/2025;054300003006;06;PISCINE APERTE AL PUBBLICO TENNIS E PATTINAGGIO SUL GHIACCIO - ACQUISTI DI MATERIALI - S.R.E. IVA - ACCESSORI PER ATTIVITA' SPORTIVE E RICREATIVE - settore 086
B87896C989;DD 6184/2025;018300001002;01;EDILIZIA SCOLASTICA - ACQUISTO DI SERVIZI - INCARICHI DI PROGETTAZIONE - settore 031
B8895AA5D1;DD 6921/2025|DD 6660/2025;034300038001|075000003001|077260002001|097200038001|097200041004|097200043001|097200045001|097250024001|097500007002|097500009003|097500012001;03|09|14;APP. AVANZO TRASFERIMENTI - FONDI EUROPEI - ACQUISTO DI BENI E SERVIZI - PROGETTO ENVELOPE - VEDASI CAP. 12700004001 ENTRATA Sett. 068 || APP. AVANZO TRASFERIMENTI - FONDI EUROPEI - ACQUISTO DI BENI E SERVIZI - PROGETTO SPOON VEDASI CAP. 12700006 ENTRATA - Sett.068 - 1570 || APP. AVANZO TRASFERIMENTI - INNOVAZIONE FONDI EUROPEI - ACQUISTO DI BENI E SERVIZI - PROGETTO TIPS4PED - VEDASI CAP. 012500075 ENTRATA - sett. 068 || FONDI EUROPEI - ACQUISTO DI BENI E SERVIZI - PROGETTO 2NITE - VEDASI CAP. 12700005 ENTRATA - SETT. 068 || FONDI EUROPEI - ACQUISTO DI BENI E SERVIZI - PROGETTO CLIMAGEN - VEDASI CAP. 12500081 ENTRATA 1585 || FONDI EUROPEI - ACQUISTO DI BENI E SERVIZI - PROGETTO URSOILL - VEDASI CAP. 012700011 ENTRATA - sett. 068 || FONDI EUROPEI - PRESTAZIONI DI SERVIZI - PROGETTO EURIOPEO SEED2SCALE - VEDASI CAP. 125020080 ENTRATA - 068 || FONDI EUROPEI - PRESTAZIONI DI SERVIZI - PROGETTO EUROPEO PROSECO - VEDASI CAP. 12700010 ENTRATA - sett.068 || FONDI EUROPEI - PRESTAZIONI DI SERVIZI NEBA INTERREG EUROPE -CUP C19G24000000006 - VEDASI CAP.012500077 -Sett. 068 1531 || INNOVAZIONE FONDI EUROPEI - PRESTAZIONI DI SERVIZI - PROGETTO EUROPEO COFARM4CITIES - VEDASI CAP. 12500070001 ENTRATA - settore 068 || POLIZIA LOCALE - PRESTAZIONI DI SERVIZI - PROGETTO EUROPEO PACTESUR II - VEDASI CAP. 12500073001 ENTRATA - sett. 068
B8AD649D8F;DD 6409/2025;098700011002;14;COMMERCIO E MERCATI - ACQUISTO DI BENI E SERVIZI - ATTIVITA' DI PROMOZIONE DEL COMMERCIO - SETT. 134
B8A205026A;DD 6866/2025;078630003001;01;GESTIONE GRANDI OPERE - PRESTAZIONI DI SERVIZI - INCARICHI E SERVIZI PROFESSIONALI - settore 117
B8A11150DC;DD 6507/2025;;;
B8C899BA69;DD 6880/2025;033900001018;03;POLIZIA LOCALE E AMMINISTRATIVA - SPESE GENERALI - SPESE DI FUNZIONAMENTO - MANUTENZIONE ORDINARIA E RIPARAZIONI DI ATTREZZATURE - settore 048
B887DFBA77;DD 7797/2025;;;
B88DCAE06F;DD 8370/2025;;;
B8770905CD;DD 6137/2025;;;
B87DD8D66F;DD 6312/2025|DD 8751/2025;075900001004;09;CIRCOSCRIZIONI COMUNALI - PRESTAZIONI DI SERVIZI - TUTELA E VALORIZZAZIONE DELL'AMBIENTE URBANO E DEL SUOLO - settore 084
B8DBAC3D12;DD 7359/2025;141200000001;10;PIANO URBANO DEI PARCHEGGI -PARCHEGGIO PIAZZA BENGASI DI INTERSCAMBIO CON LINEA 1 METROPOLITANA DI TORINO - VEDASI CAP. 31760005 ENTRATA - settore 033
B8E0C471E7;DD 7232/2025;020000015001;01;GESTIONE PARCO VEICOLI - ACQUISTO DI SERVIZI - ACQUISTO VETROFANIE PER VEICOLI, BOLLETTARI E VARIE PER GESTIONE AUTOPARCO - settore 055
B876C95CE3;DD 6650/2025|DD 7458/2025;075000003001|077260002001|097200038001|097200041004|097200043001|097200045001|097500005003|097500007002|097500009003|097500010001|097500012001;09|14;APP. AVANZO TRASFERIMENTI - FONDI EUROPEI - ACQUISTO DI BENI E SERVIZI - PROGETTO 5G4LIVES - VEDASI CAP. 012700003 ENTRATA - SETT 068 || APP. AVANZO TRASFERIMENTI - FONDI EUROPEI - ACQUISTO DI BENI E SERVIZI - PROGETTO ENVELOPE - VEDASI CAP. 12700004001 ENTRATA Sett. 068 || APP. AVANZO TRASFERIMENTI - FONDI EUROPEI - ACQUISTO DI BENI E SERVIZI - PROGETTO SPOON VEDASI CAP. 12700006 ENTRATA - Sett.068 - 1570 || APP. AVANZO TRASFERIMENTI - INNOVAZIONE FONDI EUROPEI - ACQUISTO DI BENI E SERVIZI - PROGETTO TIPS4PED - VEDASI CAP. 012500075 ENTRATA - sett. 068 || FONDI EUROPEI - ACQUISTO DI BENI E SERVIZI - PROGETTO AMAZING 6G - VEDASI CAP. 12700007 ENTRATA - sett. 068 || FONDI EUROPEI - ACQUISTO DI BENI E SERVIZI - PROGETTO CLIMAGEN - VEDASI CAP. 12500081 ENTRATA 1585 || FONDI EUROPEI - ACQUISTO DI BENI E SERVIZI - PROGETTO URSOILL - VEDASI CAP. 012700011 ENTRATA - sett. 068 || FONDI EUROPEI - PRESTAZIONI DI SERVIZI - PROGETTO EURIOPEO SEED2SCALE - VEDASI CAP. 125020080 ENTRATA - 068 || FONDI EUROPEI - PRESTAZIONI DI SERVIZI - PROGETTO EUROPEO PROSECO - VEDASI CAP. 12700010 ENTRATA - sett.068 || FONDI EUROPEI - PRESTAZIONI DI SERVIZI NEBA INTERREG EUROPE -CUP C19G24000000006 - VEDASI CAP.012500077 -Sett. 068 1531 || INNOVAZIONE FONDI EUROPEI - PRESTAZIONI DI SERVIZI - PROGETTO EUROPEO COFARM4CITIES - VEDASI CAP. 12500070001 ENTRATA - settore 068
B8A0CEA058;DD 8159/2025;;;
B8A3C540F0;DD 7238/2025;063320005002;09;PONTI - VIE D'ACQUA - INFRASTRUTTURE - ACQUISTO DI BENI E SERVIZI - ALTRE PRESTAZIONI PROFESSIONALI - settore 034
B8D6C5FC6F;DD 7371/2025;;;
B8D25843AB;DD 6769/2025;006800018001;01;PERSONALE - ACQUISTO DI SERVIZI - AGGIORNAMENTO E FORMAZIONE DEI LAVORATORI DELLA PUBBLICA AMMINISTRAZIONE - LEGGE N. 122/2010 ART. 6 COMMA 13 - settore 004
B8787236C8;DD 6326/2025;057200007002;06;CENTRI SPORTIVI - ACQUISTO DI BENI E SERVIZI - ALTRE PRESTAZIONI PROFESSIONALI - S.R.E. IVA- settore 010
B8D77A5A0A;DD 6819/2025;;;
B8DD7FDB6A;DD 7406/2025;003850006001|009150002001;01;GABINETTO DEL SINDACO - ACQUISTO DI SERVIZI - LICENZE D'USO PER SOFTWARE - sett. 001 || GABINETTO DEL SINDACO - COMUNICAZIONE ISTITUZIONALE ED INFORMAZIONE - PRESTAZIONI DI SERVIZI - SPESE PER LA COMUNICAZIONE - settore 001
B8D6FF412E;DD 6950/2025;033900001018;03;POLIZIA LOCALE E AMMINISTRATIVA - SPESE GENERALI - SPESE DI FUNZIONAMENTO - MANUTENZIONE ORDINARIA E RIPARAZIONI DI ATTREZZATURE - settore 048
B8D1C997AC;DD 6923/2025;001500002003;01;DECENTRAMENTO E COORDINAMENTO CIRCOSCRIZIONI - PRESTAZIONI DI SERVIZI - Piano PEBA - settore 094
B8D7A64E2B;DD 6814/2025|DD 7457/2025;097500011001;14;FONDI EUROPEI - ACQUISTO DI BENI E SERVIZI - PROGETTO iCAPITAL - VEDASI CAP. 12700008 ENTRATA - sett. 068
B8D151B8E3;DD 7260/2025;028100001002;01;APP. AVANZO TRASFERIMENTI 1387-EDIFICI COMUINALI - MANUTENZIONE ORDINARIA E RIPARAZIONE DEI BENI IMMOBILI- VEDASI CAP 6800012 E - 1387- Sett. 030
B86F432441;DD 6011/2025|DD 7288/2025;046150009001;04;PROGETTI EDUCATIVI - PRESTAZIONI DI SERVIZI - TRASPORTI - S.R.E. IVA - settore 007 - R.IVA
B8B23E69FB;DD 6948/2025;;;
B876CE0AC8;DD 6276/2025;126100010001|153200005001;04|12;PNRR M4 C1 -11.1 - CUP. C11B21002270001 SCUOLE MATERNE - COSTR. POLI INFANZIA 0-6 EX ART. 1 C.59 L.27/12/19 N. 160 - DPCM 30/12/20 - CSO MASSIMO VEDASI CAP.31520011-32470001 ENTRATA Sett. 31 || PNRR M4 C1-11.1 - CUP. C11B21002270001 ASILI NIDO - COSTRUZ POLI INFANZIA 0-6 EX ART. 1 C.59 L.27/12/19 N. 160 - DPCM 30/12/20 -CSO MASSIMO VED CAP. 31520011-32470001 EN - S.R.E. IVA - Sett. 31
B8CA5B3970;DD 7369/2025;;;
B91E269D30;DD 7480/2025;118600000002;01;ACQUISTO ATTREZZATURE E SOFTWARE PER SISTEMA INFORMATIVO - settore 027
B909B191DB;DD 7986/2025;017500001001;01;EDIFICI COMUNALI GESTIONE TECNICA - ACQUISTO DI SERVIZI - INCARICHI PROFESSIONALI ALLA PROGETTAZIONE - settore 030
B8FE09BBE6;DD 7248/2025;034300024001;03;P0LIZIA MUNICIPALE - PRESTAZIONI DI SERVIZI -PROGETTO PREVENZIONE E CONTRASTO TRUFFE AGLI ANZIANI - VEDASI CAP. 6610002 ENTRATA - settore 048
B90E9CD482;DD 7295/2025;034300042002;03;POLIZIA LOCALE - ACQUISTO DI BENI E SERVIZI - PROGETTO MOBILITA' SICURA - CAMPAGNA COMUNICAZIONE- VEDASI CAP. 015400013 ENTRATA - Sett. 048 1629
B9157CCA0B;DD 8752/2025;;;
B9078D17AA;DD 7417/2025;126150001002;04;SCUOLE MATERNE - ACQUISTI - MOBILI E ARREDI UFFICI - settore 007
B90249FCBC;DD 8340/2025;132200004002;05;PNRR M5C2-I2.2 CUP C14H22000020006 PIU A2 - ACQUISTO ATTREZZATURE INFORMATICHE PER LE BIBLIOTECHE CIVICHE TORINESI - VEDASI CAP. 31520008 ENTRATA - SETT. 27
B937D3E4B4;DD 9034/2025;155600003001;12;PNRR M5C2-I2.2 CUP C17H22000200006 PIU A24 -INTERVENTO DI MANUTEN. STRAORD. DEL COMPLESSO DELL'EX IRV DI CORSO UNIONE SOVIETICA 220 PER IL POTENZIAMENTO SERVIZI SOCIALI - V. CAP. 31520008 E.- S. 63
B8E7A4569D;DD 7512/2025;132200004006;05;PNRR M5C2-I2.2 CUP C14H22000020006 PIU A2 - RIFACIMENTO SITO BIBLIOTECHE CIVICHE TORINESI - VEDASI CAP. 31520008 ENTRATA - SETT. 27
B90E5B647F;DD 7792/2025;080200003001|080200009001;12;ASILI NIDO ED INTERVENTI INNOVATIVI PER LA PRIMA INFANZIA - ACQUISTO DI SERVIZI - GESTIONE ESTERNA NIDI - S.R.E. IVA - settore 007 - R.IVA || ASILI NIDO ED INTERVENTI INNOVATIVI PER LA PRIMA INFANZIA - ACQUISTO DI SERVIZI - NIDI E SERVIZI CONVENZIONATI - S.R.E. IVA - settore 007
B90DA5C663;DD 7608/2025;080200009001;12;ASILI NIDO ED INTERVENTI INNOVATIVI PER LA PRIMA INFANZIA - ACQUISTO DI SERVIZI - NIDI E SERVIZI CONVENZIONATI - S.R.E. IVA - settore 007
B8EC5C32F0;DD 7121/2025;;;
B937ED2219;DD 9034/2025;155600003001;12;PNRR M5C2-I2.2 CUP C17H22000200006 PIU A24 -INTERVENTO DI MANUTEN. STRAORD. DEL COMPLESSO DELL'EX IRV DI CORSO UNIONE SOVIETICA 220 PER IL POTENZIAMENTO SERVIZI SOCIALI - V. CAP. 31520008 E.- S. 63
B8F55C8C30;DD 7290/2025;;;
B8E4F5039B;DD 7477/2025;;;
B91E30D489;DD 7843/2025;118630008005;01;SISTEMI INFORMATIVI - PN METRO PLUS - GESTIONE DELLA RELAZIONE CITTADINO - IMPRESE - TO1.1.2.1.E - VEDASI CAP.032500002001 ENTRATA - SETT.27
B8F194087D;DD 8831/2025;087530002001;12;SERVIZI SOCIALI - FORMAZIONE DEGLI OPERATORI SOCIALI - PRESTAZIONI DI SERVIZI - ATTIVITA' DIDATTICHE - VEDASI CAP.15400 006 ENTRATA - settore 019
B90A987A3B;DD 8483/2025;018650002002;09;SPESE PER AZIONI E INTERVENTI DI ENERGY MANAGEMENT - settore 008
B88ACB2759;DD 6586/2025;003500002001;01;GABINETTO DEL SINDACO - COORD. AMM.VO - RAPPORTI CON LE ASSOCIAZIONI E CERIMONIALE - ACQUISTO DI BENI E SERVIZI - SPESE PER OSPITALITA' E ACCOGLIENZA - Set. 001
B92DCD9817;DD 8289/2025;056000007005|057300005002;06;CENTRI SPORTIVI - ACQUISTO DI BENI E SERVIZI - NOLEGGIO MACCHINE RASAGHIACCIO A CARICO DELLA CITTA' - S.R.E. IVA - settore 010 - R.IVA || MANIFESTAZIONI SPORTIVE - TRASFERIMENTI ED EROGAZIONI - CONTRIBUTI PER MANIFESTAZIONI NAZIONALI INTERNAZIONALI E PER ATTIVITA' SPORTIVE - settore 010
B909C91822;DD 7496/2025;054200001006;06;SPORT E TEMPO LIBERO - SPESE GENERALI - MANUTENZIONE E PULIZIA LOCALI - settore 062 - S.R.E. IVA
B949507785;DD 8829/2025;;;
B8FFCB8F0C;DD 7182/2025|DD 7090/2025;051400010005;05;CULTURA - PRESTAZIONI DI SERVIZI - SERVIZI PER INIZIATIVE CULTURALI - settore 065
B8FD178E25;DD 7227/2025;;;
B90F36E6B0;DD 7749/2025;078400001001;09;VERDE PUBBLICO - ACQUISTO DI SERVIZI - LAVORI E MANUTENZIONI - settore 046
B9182D4CBB;DD 7364/2025;046150018004;04;APP. AVANZO TRASFERIMENTI - PROGETTI EDUCATIVI - PRESTAZIONI DI SERVIZI -PROGETTI EDUCATIVI ED ALTRE ATTIVITA' PER IL SISTEMA EDUCATIVO - VEDANSI CAPP. 15100008-15100050 ENTRATA - settore 007
B8EE640258;DD 7180/2025;056000011001;06;CENTRI SPORTIVI - ACQUISTO DI SERVIZI - SPESE PER PULIZIA E SMALTIMENTO RIFIUTI - S.R.E. IVA - Sett. 085 R. IVA
