cig;cig_accordo_quadro;numero_gara;oggetto_gara;importo_complessivo_gara;n_lotti_componenti;oggetto_lotto;importo_lotto;oggetto_principale_contratto;stato;settore;luogo_istat;provincia;data_pubblicazione;data_scadenza_offerta;cod_tipo_scelta_contraente;tipo_scelta_contraente;cod_modalita_realizzazione;modalita_realizzazione;codice_ausa;cf_amministrazione_appaltante;denominazione_amministrazione_appaltante;sezione_regionale;id_centro_costo;denominazione_centro_costo;anno_pubblicazione;mese_pubblicazione;cod_cpv;descrizione_cpv;flag_prevalente;COD_MOTIVO_CANCELLAZIONE;MOTIVO_CANCELLAZIONE;DATA_CANCELLAZIONE;DATA_ULTIMO_PERFEZIONAMENTO;COD_MODALITA_INDIZIONE_SPECIALI;MODALITA_INDIZIONE_SPECIALI;COD_MODALITA_INDIZIONE_SERVIZI;MODALITA_INDIZIONE_SERVIZI;DURATA_PREVISTA;COD_STRUMENTO_SVOLGIMENTO;STRUMENTO_SVOLGIMENTO;FLAG_URGENZA;COD_MOTIVO_URGENZA;MOTIVO_URGENZA;FLAG_DELEGA;FUNZIONI_DELEGATE;CF_SA_DELEGANTE;DENOMINAZIONE_SA_DELEGANTE;CF_SA_DELEGATA;DENOMINAZIONE_SA_DELEGATA;IMPORTO_SICUREZZA;TIPO_APPALTO_RISERVATO;CUI_PROGRAMMA;FLAG_PREV_RIPETIZIONI;COD_IPOTESI_COLLEGAMENTO;IPOTESI_COLLEGAMENTO;CIG_COLLEGAMENTO;COD_ESITO;ESITO;DATA_COMUNICAZIONE_ESITO;FLAG_PNRR_PNC
B8D7A64E2B;;CONSIP_RDO_5676981;CATERING EVENTO I-CAPITAL;35000.0;1;CATERING EVENTO I-CAPITAL;35000.0;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-10-29;2025-10-28;24;AFFIDAMENTO DIRETTO;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;D8716CEB-8A16-4660-B8B8-04D3600B1B36;04 - DIRETTORE GENERALE;2025;10;55300000-3;SERVIZI DI RISTORAZIONE E DI DISTRIBUZIONE PASTI;1;;;;2025-10-28;;;;;;;;1;7.0;NON APPLICABILE;0;;00514490010;COMUNE DI TORINO;;;;;;;;;;1.0;AGGIUDICATA;2025-10-28;0
B8B83350AF;;CONSIP_RDO_5724855;SERVIZIO DI ALLESTIMENTO SCENOGRAFICO DEL PRESEPE DI EMANUELE LUZZATI E DEL CALENDARIO DELL'AVVENTO E STRUTTURE ACCESSORIE. NATALE 2025;80000.0;1;SERVIZIO DI ALLESTIMENTO SCENOGRAFICO DEL PRESEPE DI EMANUELE LUZZATI E DEL CALENDARIO DELL'AVVENTO E STRUTTURE ACCESSORIE. NATALE 2025.;80000.0;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-10-20;2025-10-30;1;PROCEDURA APERTA;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;0AD127C2-E827-4EC4-BAFB-ED4F78658624;06 - AREA 2;2025;10;79952000-2;SERVIZI DI ORGANIZZAZIONE DI EVENTI;1;;;;2025-10-20;;;;;;;;1;7.0;NON APPLICABILE;0;;00514490010;COMUNE DI TORINO;;;;LA PARTECIPAZIONE NON È RISERVATA.;;;10.0;NO, NESSUNA IPOTESI DI COLLEGAMENTO;;;;;0
B8D151B8E3;;CONSIP_RDO_5720916;SERVIZIO TECNICO DI RESTAURO PER RIMOZIONE IMBRATTAMENTI SU EDIFICI DELLA CITTÀ;24097.93;1;SERVIZIO TECNICO DI RESTAURO PER RIMOZIONE IMBRATTAMENTI SU EDIFICI DELLA CITTÀ;24097.93;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-10-28;2025-10-27;24;AFFIDAMENTO DIRETTO;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;AD330770-9F16-40D8-BDEB-09E98DDC65A0;07 - AREA 3;2025;10;92522200-8;SERVIZI DI SALVAGUARDIA DI EDIFICI STORICI;1;;;;2025-10-27;;;;;;;;1;7.0;NON APPLICABILE;0;;00514490010;COMUNE DI TORINO;;;0.0;;;;;;;1.0;AGGIUDICATA;2025-10-27;0
B86F432441;;G00869-67e1ea70-f893-4aec-8d06-700efbc1b298;AFFIDAMENTO DIRETTO N. G00869 PER LA FORNITURA N. 150 ABBONAMENTI TRAMBUSTO PER SCUOLE DELL'INFANZIA, PRIMARIE E SECONDARIE DI L° GRADO A.S. 2025-2026.;19500.0;1;AFFIDAMENTO DIRETTO N. G00869 PER LA FORNITURA N. 150 ABBONAMENTI TRAMBUSTO PER SCUOLE DELL'INFANZIA, PRIMARIE E SECONDARIE DI L° GRADO A.S. 2025-2026.;19500.0;FORNITURE;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-10-07;2025-09-30;24;AFFIDAMENTO DIRETTO;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;518D6C0E-80BD-43E2-8453-10B4D5BC5D4B;05 - AREA 1;2025;10;34980000-0;BIGLIETTI DI TRASPORTO;1;;;;2025-09-30;;;;;;;;1;7.0;non applicabile;0;;00514490010;COMUNE DI TORINO;;;;;;;;;;1.0;AGGIUDICATA;2025-09-30;0
B8B23E69FB;;G00882-03d77214-bbcf-4b85-b6e4-1f11ae84d99b;AMPLIAMENTO DEL SISTEMA DI CONTROLLO E MONITORAGGIO;36508.05;1;AMPLIAMENTO DEL SISTEMA DI CONTROLLO E MONITORAGGIO;36508.05;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-10-20;2025-10-17;25;AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE;999;ND;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;0AD127C2-E827-4EC4-BAFB-ED4F78658624;06 - AREA 2;2025;10;72000000-5;SERVIZI INFORMATICI: CONSULENZA, SVILUPPO DI SOFTWARE, INTERNET E SUPPORTO;1;;;;2025-10-17;;;;;;;;0;;;0;;00514490010;COMUNE DI TORINO;;;;;;;;;;1.0;AGGIUDICATA;2025-10-17;0
B8A9B3D374;97104347A1;G00881-fc535991-54c8-4c76-8956-9dd360dd9c09;ACCORDO QUADRO N. G00455/2023 - CIG 97104347A1 FORNITURA DI ARTICOLI DI CARTOTECNICA, ARTICOLI VARI DI CANCELLERIA E STAMPATI VARI PER I SERVIZI VARI DELLA CITTÀ DI TORINO - RILANCIO COMPETITIVO N. 19 RICHIESTA DI OFFERTA ECONOMICA PER LA FORNITURA PER LA FORNITURA DI COPERTINE STAMPATE;854.0;1;ACCORDO QUADRO N. G00455/2023 - CIG 97104347A1 FORNITURA DI ARTICOLI DI CARTOTECNICA, ARTICOLI VARI DI CANCELLERIA E STAMPATI VARI PER I SERVIZI VARI DELLA CITTÀ DI TORINO - RILANCIO COMPETITIVO N. 19 RICHIESTA DI OFFERTA ECONOMICA PER LA FORNITURA PER LA FORNITURA DI COPERTINE STAMPATE;854.0;FORNITURE;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-10-15;2025-10-22;4;PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE;2;CONTRATTO D'APPALTO DISCENDENTE DA ACCORDO QUADRO/CONVENZIONE CON SUCCESSIVO CONFRONTO COMPETITIVO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;0AD127C2-E827-4EC4-BAFB-ED4F78658624;06 - AREA 2;2025;10;22900000-9;STAMPATI DI VARIO TIPO;1;;;;2025-10-15;;;;;;;;0;;;0;;00514490010;COMUNE DI TORINO;;;;;;;10.0;NO, NESSUNA IPOTESI DI COLLEGAMENTO;;;;;0
B87A0C4D15;;G00871-b6322a69-dc54-4e2c-b288-ff46c13e58c1;"PROCEDURA APERTA N. 36/2025 - GESTIONE DI SERVIZI ABITATIVI TEMPORANEI PER L'AUTONOMIA A FAVORE DI CITTADINI IN CONDIZIONI DI MARGINALITÀ - 3 LOTTI - CUP C11H25001040007 - PN INCLUSIONE E LOTTA ALLA POVERTÀ 2021-2027 FSE+ AVVISO PUBBLICO INTEGRA PRIORITÀ 1 -OBIETTIVO SPECIFICO L (ESO 4.12); PRIORITÀ 3 - OBIETTIVO SPECIFICO M (ESO 4.13)";6678424.03;3;PA N. 36/2025 - LOTTO N. 1 - RESIDENZA MARSIGLI A) CASA DI OSPITALITÀ RESIDENZIALE MASCHILE (31 POSTI LETTO DI CUI 6 IN CONVENZIONE CON L'ASL CITTÀ DI TORINO) - CUP C11H25001040007;2783838.57;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-10-03;2025-11-04;1;PROCEDURA APERTA;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;518D6C0E-80BD-43E2-8453-10B4D5BC5D4B;05 - AREA 1;2025;10;85311000-2;SERVIZI DI ASSISTENZA SOCIALE CON ALLOGGIO;1;;;;2025-10-02;;;;;;;;1;7.0;NON APPLICABILE;0;;;;;;;LA PARTECIPAZIONE NON È RISERVATA.;S00514490010202500168;;10.0;NO, NESSUNA IPOTESI DI COLLEGAMENTO;;;;;0
B8B6A046CB;;G00880-b5c5b2ff-6f7e-4b6f-848d-1a1cb7114b15;PROCEDURA APERTA N. 40/2025 - SERVIZIO DI PULIZIA PRESSO LE AREE DI SOSTA ATTREZZATE PER ROM E SINTI E PRESSO IMMOBILI E SITI DI ACCOGLIENZA DEL DIPARTIMENTO SERVIZI SOCIALI, SOCIO SANITARI E ABITATIVI;430103.81;1;PROCEDURA APERTA N. 40/2025 - SERVIZIO DI PULIZIA PRESSO LE AREE DI SOSTA ATTREZZATE PER ROM E SINTI E PRESSO IMMOBILI E SITI DI ACCOGLIENZA DEL DIPARTIMENTO SERVIZI SOCIALI, SOCIO SANITARI E ABITATIVI;430103.81;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-10-21;2025-11-20;1;PROCEDURA APERTA;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;518D6C0E-80BD-43E2-8453-10B4D5BC5D4B;05 - AREA 1;2025;10;90900000-6;SERVIZI DI PULIZIA E DISINFESTAZIONE;1;;;;2025-10-20;;;;;;;;1;7.0;NON APPLICABILE;0;;;;;;;LA PARTECIPAZIONE NON È RISERVATA.;S00514490010202500156;;10.0;NO, NESSUNA IPOTESI DI COLLEGAMENTO;;;;;0
B89AE74CB6;;CONSIP_RDO_5702116;FORNITURA DI PRODOTTI CHIMICI PER PISCINE COMUNALI CON RIUTILIZZO DEI MEDESIMI CONTENITORI E FUSTI VUOTI UTILIZZATI PER GLI STESSI PRODOTTI . ANNI 2026 - 2027;155737.7;1;FORNITURA DI PRODOTTI CHIMICI;155737.7;FORNITURE;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-10-13;2025-10-31;4;PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;0AD127C2-E827-4EC4-BAFB-ED4F78658624;06 - AREA 2;2025;10;24962000-5;PRODOTTI CHIMICI PER IL TRATTAMENTO DELL'ACQUA;1;;;;2025-10-13;;;;;;;;0;;;0;;00514490010;COMUNE DI TORINO;;;;LA PARTECIPAZIONE NON È RISERVATA.;F00514490010202400169;;10.0;NO, NESSUNA IPOTESI DI COLLEGAMENTO;;99.0;NON AGGIUDICATA;2025-12-01;0
B876CE0AC8;;CONSIP_UNBOUND_1759325503002;AFFIDAMENTO DIRETTO EX ART. 50 C.1 LETT. B) D.LGS. 36/2023 PER REALIZZAZIONE NUOVA PRESA ANTINCENDIO A SMAT S.P.A. - PNRR MISURA M4C1 I.1.1 LAVORI PER LA REALIZZ. DI UNA NUOVA COSTRUZIONE DI UN POLO INFANZIA 0-6 – C.SO M. D'AZEGLIO/V.P.GIURIA;5030.0;1;AFFIDAMENTO DIRETTO EX ART. 50 C.1 LETT. B) D.LGS. 36/2023 PER REALIZZAZIONE NUOVA PRESA ANTINCENDIO A SMAT S.P.A. - PNRR MISURA M4C1 I.1.1 LAVORI PER LA REALIZZ. DI UNA NUOVA COSTRUZIONE DI UN POLO INFANZIA 0-6 – C.SO M. D'AZEGLIO/V.P.GIURIA;5030.0;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-10-02;2025-10-01;25;AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE;999;ND;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;AD330770-9F16-40D8-BDEB-09E98DDC65A0;07 - AREA 3;2025;10;79993100-2;SERVIZI DI GESTIONE IMPIANTI;1;;;;2025-10-01;;;;;;;;0;;;0;;00514490010;COMUNE DI TORINO;;;;;;;;;;1.0;AGGIUDICATA;2025-10-01;0
B8C608EA1C;;G00883-2c228e55-aa1f-4603-a3bb-8c73bf540285;PROCEDURA APERTA 42/2025 - SERVIZI DI ARCHITETTURA E INGEGNERIA PER LA REDAZIONE DEL PROGETTO DI FATTIBILITÀ TECNICO-ECONOMICA E DEL PROGETTO ESECUTIVO (CON OPZIONE DI DIREZIONE LAVORI E COORDINAMENTO DELLA SICUREZZA IN FASE ESECUTIVA) DELL'INTERVENTO DI RIGENERAZIONE URBANA QUARTIERI BARRIERA DI MILANO E AURORA - PN METRO PLUS E CITTA' MEDIE SUD 2021-2027 TO7.5.1.2.A1 SOSTENIBILITA' BELLEZZA INCLUSIONE NELLE STRADE E NEGLI SPAZI PUBBLICI - RCO76 - PROGETTI INTEGRATI DI SVILUPPO TERRITORIALE - CUP C11B24000220006;1261190.74;1;PROCEDURA APERTA 42/2025 - SERVIZI DI ARCHITETTURA E INGEGNERIA PER LA REDAZIONE DEL PROGETTO DI FATTIBILITÀ TECNICO-ECONOMICA E DEL PROGETTO ESECUTIVO (CON OPZIONE DI DIREZIONE LAVORI E COORDINAMENTO DELLA SICUREZZA IN FASE ESECUTIVA) DELL'INTERVENTO DI RIGENERAZIONE URBANA QUARTIERI BARRIERA DI MILANO E AURORA - PN METRO PLUS E CITTA' MEDIE SUD 2021-2027 TO7.5.1.2.A1 SOSTENIBILITA' BELLEZZA INCLUSIONE NELLE STRADE E NEGLI SPAZI PUBBLICI - RCO76 - PROGETTI INTEGRATI DI SVILUPPO TERRITORIALE - CUP C11B24000220006;1261190.74;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-10-27;2025-12-01;1;PROCEDURA APERTA;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;AD330770-9F16-40D8-BDEB-09E98DDC65A0;07 - AREA 3;2025;10;71240000-2;SERVIZI ARCHITETTONICI, DI INGEGNERIA E PIANIFICAZIONE;1;;;;2025-10-23;;;;;;;;1;7.0;NON APPLICABILE;0;;;;;;;LA PARTECIPAZIONE NON È RISERVATA.;S00514490010202500136;;10.0;NO, NESSUNA IPOTESI DI COLLEGAMENTO;;;;;0
B8A854FAA0;;PCP-20251015-07447;INFOCAMERE;35500.0;1;INFOCAMERE;35500.0;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-10-15;;4;PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;1F8543BE-C2C1-4B43-956C-F7BB5FFCADBD;08 - AREA 4;2025;10;72320000-4;SERVIZI DI BANCHE DATI;1;;;;2025-10-15;;;;;;;;0;;;0;;00514490010;COMUNE DI TORINO;;;;LA PARTECIPAZIONE NON È RISERVATA.;;;;;;;;;0
B873E5FA77;;CONSIP_UNBOUND_1759308216020;AFFIDAMENTO PER NUOVO ALLACCIAMENTO IDRICO IN VIA SACCARELLI 18 NELL'AMBITO DEI LAVORI PNRR M5C2I2.2 - PIANO INTEGRATO URBANO - PIU – AZIONE A05 INTERVENTI DI MANUTENZIONE STRAORDINARIA SULLE BIBLIOTECHE CIVICHE DIETRICH BONHOEFFER, NATALIA GINZBURG, CASCINA MARCHESA E DELLA CDQ PIU' SPAZIOQUATTRO - (C.O.: 5061);415.0;1;AFFIDAMENTO PER NUOVO ALLACCIAMENTO IDRICO IN VIA SACCARELLI 18 NELL'AMBITO DEI LAVORI PNRR M5C2I2.2 - PIANO INTEGRATO URBANO - PIU – AZIONE A05 INTERVENTI DI MANUTENZIONE STRAORDINARIA SULLE BIBLIOTECHE CIVICHE DIETRICH BONHOEFFER, NATALIA GINZBURG, CASCINA MARCHESA E DELLA CDQ PIU' SPAZIOQUATTRO - (C.O.: 5061);415.0;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-10-02;2025-10-01;25;AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE;999;ND;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;AD330770-9F16-40D8-BDEB-09E98DDC65A0;07 - AREA 3;2025;10;65100000-4;EROGAZIONE DI ACQUA E SERVIZI CONNESSI;1;;;;2025-10-01;;;;;;;;0;;;0;;00514490010;COMUNE DI TORINO;;;0.0;;;;;;;1.0;AGGIUDICATA;2025-10-01;1
B8CA5B3970;;CONSIP_RDO_5665399;AFFIDAMENTO DIRETTO (ART.50 COMMA 1 LETT. A) D.LGS. 36/2023) PER LAVORI DI MANUTENZIONE ORDINARIA MANUFATTI CONTENENTI AMIANTO/FAV NELLE SCUOLE DELLA CITTÀ. ANNO 2026.;36803.96;1;AFF. DIRETTO (ART.50 COMMA 1 LETT. A) D.LGS. 36/2023) LAVORI DI M.O. AMIANTO ANNO 2026;36803.96;LAVORI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-10-27;2025-10-24;24;AFFIDAMENTO DIRETTO;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;AD330770-9F16-40D8-BDEB-09E98DDC65A0;07 - AREA 3;2025;10;45112340-0;LAVORI DI DECONTAMINAZIONE DI TERRENI;1;;;;2025-10-24;;;;;;;;1;7.0;NON APPLICABILE;0;;00514490010;COMUNE DI TORINO;;;2600.0;;;;;;;1.0;AGGIUDICATA;2025-10-24;0
B8BBD3E510;;CONSIP_RDO_5728676;SERVIZIO ACQUISIZIONE LICENZE SOFTWARE E INTERVENTI FORMATIVI PER IMPLEMENTAZIONE METODOLOGIA BIM;147540.98;1;AFFIDAMENTO PER IL TRIENNIO 2025/2027 MEDIANTE IL RICORSO AL MEPA PER IL SERVIZIO DI ACQUISIZIONE LICENZE SOFTWARE E INTERVENTI FORMATIVI PER IMPLEMENTAZIONE METODOLOGIA BIM;147540.98;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-10-21;2025-11-05;4;PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;AD330770-9F16-40D8-BDEB-09E98DDC65A0;07 - AREA 3;2025;10;72268000-1;SERVIZI DI FORNITURA DI SOFTWARE;1;;;;2025-10-21;;;;;;;;0;;;0;;00514490010;COMUNE DI TORINO;;;;LA PARTECIPAZIONE NON È RISERVATA.;S00514490010202500148;;10.0;NO, NESSUNA IPOTESI DI COLLEGAMENTO;;;;;0
B8FB7A0A74;;G00887-4ddbd12f-18c1-42a2-b2d5-5aa5cae87ff1;PROCEDURA APERTA N. 44/2025 - FORNITURA E POSA DI ARREDI SCOLASTICI - OUTDOOR E PROTEZIONE DI SICUREZZA PER LE SCUOLE DELLA CITTÀ - 4 LOTTI. ;396568.0;4;LOTTO N. 4 - FORNITURA E POSA DI ARREDI OUTDOOR PER LE SCUOLE DELLA CITTA';82600.0;FORNITURE;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-11-07;2025-12-01;1;PROCEDURA APERTA;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;518D6C0E-80BD-43E2-8453-10B4D5BC5D4B;05 - AREA 1;2025;11;39161000-8;ARREDO PER SCUOLE D'INFANZIA;1;;;;2025-11-06;;;;;;;;1;7.0;NON APPLICABILE;0;;00514490010;COMUNE DI TORINO;;;;LA PARTECIPAZIONE NON È RISERVATA.;F00514490010202500036;;10.0;NO, NESSUNA IPOTESI DI COLLEGAMENTO;;;;;0
B912C896AB;;G00892-1c271e43-720e-472e-a30c-92e265113f12;PROCEDURA NEGOZIATA G00892 PER I SERVIZI EDUCATIVI PER MINORI E LORO FAMIGLIE - DUE LOTTI;801987.48;2;LOTTO 2 PN G00892 - SERVIZI DI LUOGO NEUTRO NEL TERRITORIO DEL DISTRETTO DI COESIONE SOCIALE SUD EST DELLA CITTÀ DI TORINO (CIRC.NN. 1 E 8);396673.2;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-11-13;2026-01-07;23;PROCEDURA NEGOZIATA CON PREVIA INDIZIONE DI GARA (SETTORI SPECIALI);1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;518D6C0E-80BD-43E2-8453-10B4D5BC5D4B;05 - AREA 1;2025;11;85312000-9;SERVIZI DI ASSISTENZA SOCIALE SENZA ALLOGGIO;1;;;;2025-11-12;;;;;;;;1;7.0;NON APPLICABILE;0;;00514490010;COMUNE DI TORINO;;;;LA PARTECIPAZIONE NON È RISERVATA.;S00514490010202500138;;10.0;NO, NESSUNA IPOTESI DI COLLEGAMENTO;;;;;0
B91E269D30;;CONSIP_ORDINE_8807980;ACQUISTO DI CUFFIE PROFESSIONALI PER CENTRALINO E CALL CENTER;6000.0;1;ACQUISTO DI CUFFIE PROFESSIONALI PER CENTRALINO E CALL CENTER;6000.0;FORNITURE;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-11-17;2025-11-14;24;AFFIDAMENTO DIRETTO;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;0AD127C2-E827-4EC4-BAFB-ED4F78658624;06 - AREA 2;2025;11;32551300-3;CUFFIE TELEFONICHE;1;;;;2025-11-14;;;;;;;;1;7.0;NON APPLICABILE;0;;00514490010;COMUNE DI TORINO;;;;;;;;;;1.0;AGGIUDICATA;2025-11-14;0
B90672A678;;G00902-36bd4558-4629-42f9-8a29-3de8eb122cbd;PROCEDURA APERTA N. 46/2025 - SERVIZI DI CURA DEL PATRIMONIO ARBOREO DELLA CITTA' DI TORINO ANNI 2026-2027 - 4 LOTTI;3160000.0;4;LOTTO 3 - PA N. 46/2025 - SERVIZIO DI CURA ALBERI - CIRCOSCRIZIONI 7-8;790000.0;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-11-11;2025-12-12;1;PROCEDURA APERTA;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;AD330770-9F16-40D8-BDEB-09E98DDC65A0;07 - AREA 3;2025;11;77341000-2;POTATURA DI ALBERI;1;;;;2025-11-10;;;;;;;;1;7.0;NON APPLICABILE;0;;00514490010;COMUNE DI TORINO;;;;LA PARTECIPAZIONE NON È RISERVATA.;S00514490010202400132;;10.0;NO, NESSUNA IPOTESI DI COLLEGAMENTO;;;;;0
B93E7D9DF0;;CONSIP_RDO_5838766;SERVIZIO ACQUISIZIONE LICENZE SOFTWARE E INTERVENTI FORMATIVI PER IMPLEMENTAZIONE METODOLOGIA BIM;147540.98;1;SERVIZIO DI ACQUISIZIONE LICENZE SOFTWARE E INTERVENTI FORMATIVI PER IMPLEMENTAZIONE METODOLOGIA BIM;147540.98;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-11-25;2025-12-11;4;PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;AD330770-9F16-40D8-BDEB-09E98DDC65A0;07 - AREA 3;2025;11;72268000-1;SERVIZI DI FORNITURA DI SOFTWARE;1;;;;2025-11-25;;;;;;;;0;;;0;;00514490010;COMUNE DI TORINO;;;;LA PARTECIPAZIONE NON È RISERVATA.;S00514490010202500148;;10.0;NO, NESSUNA IPOTESI DI COLLEGAMENTO;;;;;0
B909B191DB;;CONSIP_RDO_5767854;INCARICO PROFESSIONALE PER PRESTAZIONI IN MATERIA DI PREVENZIONE INCENDI DA ESPLETARSI NELL'AMBITO DELLE OPERE DI ADEGUAMENTO NORMATIVO ANTINCENDIO EDIFICI COMUNALI - EDIFICIO EX CURIA MAXIMA DI VIA CORTE D'APPELLO 16.;18606.81;1;INCARICO PROFESSIONALE PER PRESTAZIONI IN MATERIA DI PREVENZIONE INCENDI DA ESPLETARSI NELL'AMBITO DELLE OPERE DI ADEGUAMENTO NORMATIVO ANTINCENDIO EDIFICI COMUNALI - EDIFICIO EX CURIA MAXIMA DI VIA CORTE D'APPELLO 16.;18606.81;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-11-12;2025-11-11;24;AFFIDAMENTO DIRETTO;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;AD330770-9F16-40D8-BDEB-09E98DDC65A0;07 - AREA 3;2025;11;71242000-6;PREPARAZIONE DI PROGETTI E PROGETTAZIONI, STIMA DEI COSTI;1;;;;2025-11-11;;;;;;;;1;7.0;NON APPLICABILE;0;;00514490010;COMUNE DI TORINO;;;0.0;;;;;;;1.0;AGGIUDICATA;2025-11-11;0
B8FE09BBE6;;CONSIP_RDO_5762150;CAMPAGNA INFORMATICA TRUFFA ANZIANI;24590.0;1;CAMPAGNA INFORMATIVA TRUFFA ANZIANI;24590.0;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-11-10;2025-11-07;24;AFFIDAMENTO DIRETTO;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;1F8543BE-C2C1-4B43-956C-F7BB5FFCADBD;08 - AREA 4;2025;11;79342000-3;SERVIZI DI MARKETING;1;;;;2025-11-07;;;;;;;;1;7.0;NON APPLICABILE;0;;00514490010;COMUNE DI TORINO;;;0.0;;;;;;;1.0;AGGIUDICATA;2025-11-07;0
B90BD6A377;;CONSIP_RDO_5759153;SERVIZIO CONTROLLI STRUTTURALI STADIO OLIMPICO ANNO 2024, C.O. 5015;42721.92;1;SERVIZIO CONTROLLI STRUTTURALI STADIO OLIMPICO ANNO 2024, C.O. 5015;42721.92;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-11-12;2025-11-11;24;AFFIDAMENTO DIRETTO;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;AD330770-9F16-40D8-BDEB-09E98DDC65A0;07 - AREA 3;2025;11;71300000-1;SERVIZI DI INGEGNERIA;1;;;;2025-11-11;;;;;;;;1;7.0;NON APPLICABILE;0;;00514490010;COMUNE DI TORINO;;;;;;;;;;1.0;AGGIUDICATA;2025-11-11;0
